광역지자체,자치구,연월,주기,지표명,값,단위
울산,,2012-04,분기,실업자 (천명),16.4,
울산,,2012-04,분기,취업자 (천명),550.8,
울산,,2012-07,분기,15세이상인구 (천명),923.2,
울산,,2012-07,분기,경제활동인구 (천명),567.4,
울산,,2012-07,분기,경제활동참가율 (％),61.5,
울산,,2012-07,분기,고용률 (%),60,
울산,,2012-07,분기,비경제활동인구 (천명),355.8,
울산,,2012-07,분기,실업률 (％),2.4,
울산,,2012-07,분기,실업자 (천명),13.6,
울산,,2012-07,분기,취업자 (천명),553.8,
울산,,2012-10,분기,15세이상인구 (천명),928.3,
울산,,2012-10,분기,경제활동인구 (천명),554.5,
울산,,2012-10,분기,경제활동참가율 (％),59.7,
울산,,2012-10,분기,고용률 (%),58.4,
울산,,2012-10,분기,비경제활동인구 (천명),373.8,
울산,,2012-10,분기,실업률 (％),2.2,
울산,,2012-10,분기,실업자 (천명),12.2,
울산,,2012-10,분기,취업자 (천명),542.3,
울산,,2021-01,반기(구합산),15세이상인구 (천명),962.8,
울산,,2021-01,반기(구합산),경제활동인구 (천명),561.9,
울산,,2021-01,반기(구합산),비경제활동인구 (천명),400.8,
울산,,2021-01,반기(구합산),실업자 (천명),24.9,
울산,,2021-01,반기(구합산),취업자 (천명),537.0,
울산,,2021-07,반기(구합산),15세이상인구 (천명),959.6,
울산,,2021-07,반기(구합산),경제활동인구 (천명),574.4,
울산,,2021-07,반기(구합산),비경제활동인구 (천명),385.2,
울산,,2021-07,반기(구합산),실업자 (천명),22.1,
울산,,2021-07,반기(구합산),취업자 (천명),552.3,
울산,,2022-01,반기(구합산),15세이상인구 (천명),957.0,
울산,,2022-01,반기(구합산),경제활동인구 (천명),572.1,
울산,,2022-01,반기(구합산),비경제활동인구 (천명),385.0,
울산,,2022-01,반기(구합산),실업자 (천명),21.9,
울산,,2022-01,반기(구합산),취업자 (천명),550.3,
울산,,2022-07,반기(구합산),15세이상인구 (천명),954.9,
울산,,2022-07,반기(구합산),경제활동인구 (천명),576.5,
울산,,2022-07,반기(구합산),비경제활동인구 (천명),378.4,
울산,,2022-07,반기(구합산),실업자 (천명),21.2,
울산,,2022-07,반기(구합산),취업자 (천명),555.3,
울산,,2023-01,반기(구합산),15세이상인구 (천명),956.5,
울산,,2023-01,반기(구합산),경제활동인구 (천명),575.1,
울산,,2023-01,반기(구합산),비경제활동인구 (천명),381.7,
울산,,2023-01,반기(구합산),실업자 (천명),20.4,
울산,,2023-01,반기(구합산),취업자 (천명),554.6,
울산,,2023-07,반기(구합산),15세이상인구 (천명),956.3,
울산,,2023-07,반기(구합산),경제활동인구 (천명),590.1,
울산,,2023-07,반기(구합산),비경제활동인구 (천명),366.1,
울산,,2023-07,반기(구합산),실업자 (천명),23.8,
울산,,2023-07,반기(구합산),취업자 (천명),566.1,
울산,,2024-01,반기(구합산),15세이상인구 (천명),956.1,
울산,,2024-01,반기(구합산),경제활동인구 (천명),581.2,
울산,,2024-01,반기(구합산),비경제활동인구 (천명),375.1,
울산,,2024-01,반기(구합산),실업자 (천명),27.8,
울산,,2024-01,반기(구합산),취업자 (천명),553.5,
울산,,2024-07,반기(구합산),15세이상인구 (천명),956.9,
울산,,2024-07,반기(구합산),경제활동인구 (천명),587.6,
울산,,2024-07,반기(구합산),비경제활동인구 (천명),369.2,
울산,,2024-07,반기(구합산),실업자 (천명),20.8,
울산,,2024-07,반기(구합산),취업자 (천명),566.9,
울산,,2025-01,반기(구합산),15세이상인구 (천명),960.2,
울산,,2025-01,반기(구합산),경제활동인구 (천명),582.8,
울산,,2025-01,반기(구합산),비경제활동인구 (천명),377.4,
울산,,2025-01,반기(구합산),실업자 (천명),23.9,
울산,,2025-01,반기(구합산),취업자 (천명),559.0,
울산,,2025-07,반기(구합산),15세이상인구 (천명),961.5,
울산,,2025-07,반기(구합산),경제활동인구 (천명),586.8,
울산,,2025-07,반기(구합산),비경제활동인구 (천명),374.8,
울산,,2025-07,반기(구합산),실업자 (천명),22.6,
울산,,2025-07,반기(구합산),취업자 (천명),564.2,
울산,,2026-01,반기(구합산),15세이상인구 (천명),963.8,
울산,,2026-01,반기(구합산),경제활동인구 (천명),583.8,
울산,,2026-01,반기(구합산),비경제활동인구 (천명),379.9,
울산,,2026-01,반기(구합산),실업자 (천명),19.1,
울산,,2026-01,반기(구합산),취업자 (천명),564.7,
인천,,2008-01,연간,15세이상인구 (천명),2173.6,
인천,,2008-01,연간,경제활동인구 (천명),1349.3,
인천,,2008-01,연간,경제활동참가율 (％),62.1,
인천,,2008-01,연간,고용률 (%),59.8,
인천,,2008-01,연간,비경제활동인구 (천명),824.3,
인천,,2008-01,연간,실업률 (％),3.7,
인천,,2008-01,연간,실업자 (천명),49.4,
인천,,2008-01,연간,취업자 (천명),1299.8,
인천,,2009-01,연간,15세이상인구 (천명),2204.9,
인천,,2009-01,연간,경제활동인구 (천명),1374.8,
인천,,2009-01,연간,경제활동참가율 (％),62.4,
인천,,2009-01,연간,고용률 (%),59.8,
인천,,2009-01,연간,비경제활동인구 (천명),830,
인천,,2009-01,연간,실업률 (％),4.1,
인천,,2009-01,연간,실업자 (천명),57,
인천,,2009-01,연간,취업자 (천명),1317.8,
인천,,2010-01,연간,15세이상인구 (천명),2241,
인천,,2010-01,연간,경제활동인구 (천명),1405.9,
인천,,2010-01,연간,경제활동참가율 (％),62.7,
인천,,2010-01,연간,고용률 (%),59.7,
인천,,2010-01,연간,비경제활동인구 (천명),835.1,
인천,,2010-01,연간,실업률 (％),4.9,
인천,,2010-01,연간,실업자 (천명),68.4,
인천,,2010-01,연간,취업자 (천명),1337.6,
인천,,2011-01,분기,15세이상인구 (천명),2263,
인천,,2011-01,분기,경제활동인구 (천명),1423.8,
인천,,2011-01,분기,경제활동참가율 (％),62.9,
인천,,2011-01,분기,고용률 (%),59,
인천,,2011-01,분기,비경제활동인구 (천명),839.2,
인천,,2011-01,분기,실업률 (％),6.3,
인천,,2011-01,분기,실업자 (천명),89.2,
인천,,2011-01,분기,취업자 (천명),1334.6,
인천,,2011-04,분기,15세이상인구 (천명),2273.4,
인천,,2011-04,분기,경제활동인구 (천명),1472,
인천,,2011-04,분기,경제활동참가율 (％),64.8,
인천,,2011-04,분기,고용률 (%),61.8,
인천,,2011-04,분기,비경제활동인구 (천명),801.3,
인천,,2011-04,분기,실업률 (％),4.6,
인천,,2011-04,분기,실업자 (천명),67.9,
인천,,2011-04,분기,취업자 (천명),1404.1,
인천,,2011-07,분기,15세이상인구 (천명),2284.1,
인천,,2011-07,분기,경제활동인구 (천명),1446.8,
인천,,2011-07,분기,경제활동참가율 (％),63.3,
인천,,2011-07,분기,고용률 (%),60.7,
인천,,2011-07,분기,비경제활동인구 (천명),837.4,
인천,,2011-07,분기,실업률 (％),4.1,
인천,,2011-07,분기,실업자 (천명),59.9,
인천,,2011-07,분기,취업자 (천명),1386.8,
인천,,2011-10,분기,15세이상인구 (천명),2297.3,
인천,,2011-10,분기,경제활동인구 (천명),1473.1,
인천,,2011-10,분기,경제활동참가율 (％),64.1,
인천,,2011-10,분기,고용률 (%),61.6,
인천,,2011-10,분기,비경제활동인구 (천명),824.2,
인천,,2011-10,분기,실업률 (％),3.9,
인천,,2011-10,분기,실업자 (천명),57.5,
인천,,2011-10,분기,취업자 (천명),1415.7,
인천,,2012-01,분기,15세이상인구 (천명),2307.7,
인천,,2012-01,분기,경제활동인구 (천명),1486.6,
인천,,2012-01,분기,경제활동참가율 (％),64.4,
인천,,2012-01,분기,고용률 (%),61.3,
인천,,2012-01,분기,비경제활동인구 (천명),821.2,
인천,,2012-01,분기,실업률 (％),4.8,
인천,,2012-01,분기,실업자 (천명),71.6,
인천,,2012-01,분기,취업자 (천명),1414.9,
인천,,2012-04,분기,15세이상인구 (천명),2318.6,
인천,,2012-04,분기,경제활동인구 (천명),1519,
인천,,2012-04,분기,경제활동참가율 (％),65.5,
인천,,2012-04,분기,고용률 (%),62.5,
인천,,2012-04,분기,비경제활동인구 (천명),799.6,
인천,,2012-04,분기,실업률 (％),4.5,
인천,,2012-04,분기,실업자 (천명),68.9,
인천,,2012-04,분기,취업자 (천명),1450.2,
인천,,2012-07,분기,15세이상인구 (천명),2328.7,
인천,,2012-07,분기,경제활동인구 (천명),1495.8,
인천,,2012-07,분기,경제활동참가율 (％),64.2,
인천,,2012-07,분기,고용률 (%),61.7,
인천,,2012-07,분기,비경제활동인구 (천명),832.9,
인천,,2012-07,분기,실업률 (％),4,
인천,,2012-07,분기,실업자 (천명),59.9,
인천,,2012-07,분기,취업자 (천명),1435.9,
인천,,2012-10,분기,15세이상인구 (천명),2340.7,
인천,,2012-10,분기,경제활동인구 (천명),1492.4,
인천,,2012-10,분기,경제활동참가율 (％),63.8,
인천,,2012-10,분기,고용률 (%),60.8,
인천,,2012-10,분기,비경제활동인구 (천명),848.4,
인천,,2012-10,분기,실업률 (％),4.6,
인천,,2012-10,분기,실업자 (천명),68.8,
인천,,2012-10,분기,취업자 (천명),1423.6,
인천,,2021-01,반기(구합산),15세이상인구 (천명),2547.7,
인천,,2021-01,반기(구합산),경제활동인구 (천명),1575.8,
인천,,2021-01,반기(구합산),비경제활동인구 (천명),972.0,
인천,,2021-01,반기(구합산),실업자 (천명),89.0,
인천,,2021-01,반기(구합산),취업자 (천명),1486.7,
인천,,2021-07,반기(구합산),15세이상인구 (천명),2548.6,
인천,,2021-07,반기(구합산),경제활동인구 (천명),1600.9,
인천,,2021-07,반기(구합산),비경제활동인구 (천명),947.9,
인천,,2021-07,반기(구합산),실업자 (천명),71.1,
인천,,2021-07,반기(구합산),취업자 (천명),1529.9,
인천,,2022-01,반기(구합산),15세이상인구 (천명),2566.0,
인천,,2022-01,반기(구합산),경제활동인구 (천명),1614.1,
인천,,2022-01,반기(구합산),비경제활동인구 (천명),951.9,
인천,,2022-01,반기(구합산),실업자 (천명),65.8,
인천,,2022-01,반기(구합산),취업자 (천명),1548.4,
인천,,2022-07,반기(구합산),15세이상인구 (천명),2587.8,
인천,,2022-07,반기(구합산),경제활동인구 (천명),1664.8,
인천,,2022-07,반기(구합산),비경제활동인구 (천명),922.8,
인천,,2022-07,반기(구합산),실업자 (천명),77.1,
인천,,2022-07,반기(구합산),취업자 (천명),1587.8,
인천,,2023-01,반기(구합산),15세이상인구 (천명),2613.3,
인천,,2023-01,반기(구합산),경제활동인구 (천명),1677.6,
인천,,2023-01,반기(구합산),비경제활동인구 (천명),935.8,
인천,,2023-01,반기(구합산),실업자 (천명),75.0,
인천,,2023-01,반기(구합산),취업자 (천명),1602.8,
인천,,2023-07,반기(구합산),15세이상인구 (천명),2636.4,
인천,,2023-07,반기(구합산),경제활동인구 (천명),1689.5,
인천,,2023-07,반기(구합산),비경제활동인구 (천명),946.9,
인천,,2023-07,반기(구합산),실업자 (천명),77.1,
인천,,2023-07,반기(구합산),취업자 (천명),1612.4,
인천,,2024-01,반기(구합산),15세이상인구 (천명),2661.2,
인천,,2024-01,반기(구합산),경제활동인구 (천명),1717.9,
인천,,2024-01,반기(구합산),비경제활동인구 (천명),943.3,
인천,,2024-01,반기(구합산),실업자 (천명),85.8,
인천,,2024-01,반기(구합산),취업자 (천명),1631.8,
인천,,2024-07,반기(구합산),15세이상인구 (천명),2684.0,
인천,,2024-07,반기(구합산),경제활동인구 (천명),1740.7,
인천,,2024-07,반기(구합산),비경제활동인구 (천명),943.3,
인천,,2024-07,반기(구합산),실업자 (천명),73.2,
인천,,2024-07,반기(구합산),취업자 (천명),1667.5,
인천,,2025-01,반기(구합산),15세이상인구 (천명),2702.3,
인천,,2025-01,반기(구합산),경제활동인구 (천명),1745.3,
인천,,2025-01,반기(구합산),비경제활동인구 (천명),957.2,
인천,,2025-01,반기(구합산),실업자 (천명),75.5,
인천,,2025-01,반기(구합산),취업자 (천명),1669.7,
인천,,2025-07,반기(구합산),15세이상인구 (천명),2722.5,
인천,,2025-07,반기(구합산),경제활동인구 (천명),1753.7,
인천,,2025-07,반기(구합산),비경제활동인구 (천명),968.5,
인천,,2025-07,반기(구합산),실업자 (천명),74.3,
인천,,2025-07,반기(구합산),취업자 (천명),1679.7,
인천,,2026-01,반기(구합산),15세이상인구 (천명),2747.2,
인천,,2026-01,반기(구합산),경제활동인구 (천명),1742.9,
인천,,2026-01,반기(구합산),비경제활동인구 (천명),1004.3,
인천,,2026-01,반기(구합산),실업자 (천명),65.0,
인천,,2026-01,반기(구합산),취업자 (천명),1678.0,
전남,,2008-01,연간,15세이상인구 (천명),1454.9,
전남,,2008-01,연간,경제활동인구 (천명),963.1,
전남,,2008-01,연간,경제활동참가율 (％),66.2,
전남,,2008-01,연간,고용률 (%),65.1,
전남,,2008-01,연간,비경제활동인구 (천명),491.8,
전남,,2008-01,연간,실업률 (％),1.6,
전남,,2008-01,연간,실업자 (천명),15.3,
전남,,2008-01,연간,취업자 (천명),947.8,
전남,,2009-01,연간,15세이상인구 (천명),1459.3,
전남,,2009-01,연간,경제활동인구 (천명),964.8,
전남,,2009-01,연간,경제활동참가율 (％),66.1,
전남,,2009-01,연간,고용률 (%),65.3,
전남,,2009-01,연간,비경제활동인구 (천명),494.4,
전남,,2009-01,연간,실업률 (％),1.2,
전남,,2009-01,연간,실업자 (천명),11.9,
전남,,2009-01,연간,취업자 (천명),952.9,
전남,,2010-01,연간,15세이상인구 (천명),1466.3,
전남,,2010-01,연간,경제활동인구 (천명),924.9,
전남,,2010-01,연간,경제활동참가율 (％),63.1,
전남,,2010-01,연간,고용률 (%),61.9,
전남,,2010-01,연간,비경제활동인구 (천명),541.4,
전남,,2010-01,연간,실업률 (％),1.9,
전남,,2010-01,연간,실업자 (천명),17.4,
전남,,2010-01,연간,취업자 (천명),907.5,
전남,,2011-01,분기,15세이상인구 (천명),1477.5,
전남,,2011-01,분기,경제활동인구 (천명),928.4,
전남,,2011-01,분기,경제활동참가율 (％),62.8,
전남,,2011-01,분기,고용률 (%),61.4,
전남,,2011-01,분기,비경제활동인구 (천명),549.1,
전남,,2011-01,분기,실업률 (％),2.4,
전남,,2011-01,분기,실업자 (천명),21.9,
전남,,2011-01,분기,취업자 (천명),906.5,
전남,,2011-04,분기,15세이상인구 (천명),1480.2,
전남,,2011-04,분기,경제활동인구 (천명),974.1,
전남,,2011-04,분기,경제활동참가율 (％),65.8,
전남,,2011-04,분기,고용률 (%),64.7,
전남,,2011-04,분기,비경제활동인구 (천명),506.1,
전남,,2011-04,분기,실업률 (％),1.7,
전남,,2011-04,분기,실업자 (천명),16.3,
전남,,2011-04,분기,취업자 (천명),957.8,
전남,,2011-07,분기,15세이상인구 (천명),1482.9,
전남,,2011-07,분기,경제활동인구 (천명),951.6,
전남,,2011-07,분기,경제활동참가율 (％),64.2,
전남,,2011-07,분기,고용률 (%),62.9,
전남,,2011-07,분기,비경제활동인구 (천명),531.3,
전남,,2011-07,분기,실업률 (％),2,
전남,,2011-07,분기,실업자 (천명),18.9,
전남,,2011-07,분기,취업자 (천명),932.7,
전남,,2011-10,분기,15세이상인구 (천명),1487,
전남,,2011-10,분기,경제활동인구 (천명),924.4,
전남,,2011-10,분기,경제활동참가율 (％),62.2,
전남,,2011-10,분기,고용률 (%),61,
전남,,2011-10,분기,비경제활동인구 (천명),562.6,
전남,,2011-10,분기,실업률 (％),1.9,
전남,,2011-10,분기,실업자 (천명),17.2,
전남,,2011-10,분기,취업자 (천명),907.3,
전남,,2012-01,분기,15세이상인구 (천명),1489.4,
전남,,2012-01,분기,경제활동인구 (천명),946,
전남,,2012-01,분기,경제활동참가율 (％),63.5,
전남,,2012-01,분기,고용률 (%),62.3,
전남,,2012-01,분기,비경제활동인구 (천명),543.4,
전남,,2012-01,분기,실업률 (％),1.9,
전남,,2012-01,분기,실업자 (천명),17.7,
전남,,2012-01,분기,취업자 (천명),928.3,
전남,,2012-04,분기,15세이상인구 (천명),1492.1,
전남,,2012-04,분기,경제활동인구 (천명),979,
전남,,2012-04,분기,경제활동참가율 (％),65.6,
전남,,2012-04,분기,고용률 (%),64.9,
전남,,2012-04,분기,비경제활동인구 (천명),513.1,
전남,,2012-04,분기,실업률 (％),1.1,
전남,,2012-04,분기,실업자 (천명),10.6,
전남,,2012-04,분기,취업자 (천명),968.4,
전남,,2012-07,분기,15세이상인구 (천명),1494.5,
전남,,2012-07,분기,경제활동인구 (천명),972.6,
전남,,2012-07,분기,경제활동참가율 (％),65.1,
전남,,2012-07,분기,고용률 (%),64.2,
전남,,2012-07,분기,비경제활동인구 (천명),521.9,
전남,,2012-07,분기,실업률 (％),1.3,
전남,,2012-07,분기,실업자 (천명),13,
전남,,2012-07,분기,취업자 (천명),959.6,
전남,,2012-10,분기,15세이상인구 (천명),1497.9,
전남,,2012-10,분기,경제활동인구 (천명),944,
전남,,2012-10,분기,경제활동참가율 (％),63,
전남,,2012-10,분기,고용률 (%),62.1,
전남,,2012-10,분기,비경제활동인구 (천명),554,
전남,,2012-10,분기,실업률 (％),1.5,
전남,,2012-10,분기,실업자 (천명),14.5,
전남,,2012-10,분기,취업자 (천명),929.5,
전남,,2013-01,반기(구합산),15세이상인구 (천명),1501.0,
전남,,2013-01,반기(구합산),경제활동인구 (천명),948.0,
전남,,2013-01,반기(구합산),비경제활동인구 (천명),552.8,
전남,,2013-01,반기(구합산),실업자 (천명),12.7,
전남,,2013-01,반기(구합산),취업자 (천명),935.2,
전남,,2013-07,반기(구합산),15세이상인구 (천명),1508.3,
전남,,2013-07,반기(구합산),경제활동인구 (천명),958.0,
전남,,2013-07,반기(구합산),비경제활동인구 (천명),550.3,
전남,,2013-07,반기(구합산),실업자 (천명),13.4,
전남,,2013-07,반기(구합산),취업자 (천명),944.8,
전남,,2014-01,반기(구합산),15세이상인구 (천명),1516.7,
전남,,2014-01,반기(구합산),경제활동인구 (천명),966.5,
전남,,2014-01,반기(구합산),비경제활동인구 (천명),549.9,
전남,,2014-01,반기(구합산),실업자 (천명),15.5,
전남,,2014-01,반기(구합산),취업자 (천명),951.1,
전남,,2014-07,반기(구합산),15세이상인구 (천명),1523.3,
전남,,2014-07,반기(구합산),경제활동인구 (천명),982.9,
전남,,2014-07,반기(구합산),비경제활동인구 (천명),540.9,
전남,,2014-07,반기(구합산),실업자 (천명),16.7,
전남,,2014-07,반기(구합산),취업자 (천명),966.4,
전남,,2015-01,반기(구합산),15세이상인구 (천명),1529.8,
전남,,2015-01,반기(구합산),경제활동인구 (천명),986.9,
전남,,2015-01,반기(구합산),비경제활동인구 (천명),542.9,
전남,,2015-01,반기(구합산),실업자 (천명),20.2,
전남,,2015-01,반기(구합산),취업자 (천명),966.7,
전남,,2015-07,반기(구합산),15세이상인구 (천명),1535.1,
전남,,2015-07,반기(구합산),경제활동인구 (천명),992.9,
전남,,2015-07,반기(구합산),비경제활동인구 (천명),541.9,
전남,,2015-07,반기(구합산),실업자 (천명),17.2,
전남,,2015-07,반기(구합산),취업자 (천명),975.7,
전남,,2016-01,반기(구합산),15세이상인구 (천명),1537.7,
전남,,2016-01,반기(구합산),경제활동인구 (천명),985.3,
전남,,2016-01,반기(구합산),비경제활동인구 (천명),552.7,
전남,,2016-01,반기(구합산),실업자 (천명),19.7,
전남,,2016-01,반기(구합산),취업자 (천명),965.8,
전남,,2016-07,반기(구합산),15세이상인구 (천명),1539.8,
전남,,2016-07,반기(구합산),경제활동인구 (천명),996.3,
전남,,2016-07,반기(구합산),비경제활동인구 (천명),543.6,
전남,,2016-07,반기(구합산),실업자 (천명),17.4,
전남,,2016-07,반기(구합산),취업자 (천명),978.9,
전남,,2017-01,반기(구합산),15세이상인구 (천명),1540.9,
전남,,2017-01,반기(구합산),경제활동인구 (천명),995.4,
전남,,2017-01,반기(구합산),비경제활동인구 (천명),545.7,
전남,,2017-01,반기(구합산),실업자 (천명),17.0,
전남,,2017-01,반기(구합산),취업자 (천명),978.1,
전남,,2017-07,반기(구합산),15세이상인구 (천명),1540.8,
전남,,2017-07,반기(구합산),경제활동인구 (천명),968.0,
전남,,2017-07,반기(구합산),비경제활동인구 (천명),573.1,
전남,,2017-07,반기(구합산),실업자 (천명),17.3,
전남,,2017-07,반기(구합산),취업자 (천명),950.6,
전남,,2018-01,반기(구합산),15세이상인구 (천명),1539.9,
전남,,2018-01,반기(구합산),경제활동인구 (천명),984.3,
전남,,2018-01,반기(구합산),비경제활동인구 (천명),555.9,
전남,,2018-01,반기(구합산),실업자 (천명),17.0,
전남,,2018-01,반기(구합산),취업자 (천명),967.4,
전남,,2018-07,반기(구합산),15세이상인구 (천명),1538.8,
전남,,2018-07,반기(구합산),경제활동인구 (천명),999.0,
전남,,2018-07,반기(구합산),비경제활동인구 (천명),539.7,
전남,,2018-07,반기(구합산),실업자 (천명),15.7,
전남,,2018-07,반기(구합산),취업자 (천명),983.7,
전남,,2019-01,반기(구합산),15세이상인구 (천명),1537.2,
전남,,2019-01,반기(구합산),경제활동인구 (천명),1007.5,
전남,,2019-01,반기(구합산),비경제활동인구 (천명),529.7,
전남,,2019-01,반기(구합산),실업자 (천명),16.6,
전남,,2019-01,반기(구합산),취업자 (천명),990.8,
전남,,2019-07,반기(구합산),15세이상인구 (천명),1533.1,
전남,,2019-07,반기(구합산),경제활동인구 (천명),1011.4,
전남,,2019-07,반기(구합산),비경제활동인구 (천명),521.6,
전남,,2019-07,반기(구합산),실업자 (천명),12.7,
전남,,2019-07,반기(구합산),취업자 (천명),998.6,
전남,,2020-01,반기(구합산),15세이상인구 (천명),1527.0,
전남,,2020-01,반기(구합산),경제활동인구 (천명),985.3,
전남,,2020-01,반기(구합산),비경제활동인구 (천명),541.8,
전남,,2020-01,반기(구합산),실업자 (천명),15.1,
전남,,2020-01,반기(구합산),취업자 (천명),969.9,
전남,,2020-07,반기(구합산),15세이상인구 (천명),1522.5,
전남,,2020-07,반기(구합산),경제활동인구 (천명),1006.6,
전남,,2020-07,반기(구합산),비경제활동인구 (천명),515.8,
전남,,2020-07,반기(구합산),실업자 (천명),16.4,
전남,,2020-07,반기(구합산),취업자 (천명),990.3,
전남,,2021-01,반기(구합산),15세이상인구 (천명),1523.6,
전남,,2021-01,반기(구합산),경제활동인구 (천명),1006.1,
전남,,2021-01,반기(구합산),비경제활동인구 (천명),517.2,
전남,,2021-01,반기(구합산),실업자 (천명),19.0,
전남,,2021-01,반기(구합산),취업자 (천명),987.2,
전남,,2021-07,반기(구합산),15세이상인구 (천명),1523.9,
전남,,2021-07,반기(구합산),경제활동인구 (천명),1015.3,
전남,,2021-07,반기(구합산),비경제활동인구 (천명),508.6,
전남,,2021-07,반기(구합산),실업자 (천명),13.9,
전남,,2021-07,반기(구합산),취업자 (천명),1000.9,
전남,,2022-01,반기(구합산),15세이상인구 (천명),1525.3,
전남,,2022-01,반기(구합산),경제활동인구 (천명),1021.3,
전남,,2022-01,반기(구합산),비경제활동인구 (천명),504.4,
전남,,2022-01,반기(구합산),실업자 (천명),15.8,
전남,,2022-01,반기(구합산),취업자 (천명),1005.7,
전남,,2022-07,반기(구합산),15세이상인구 (천명),1524.0,
전남,,2022-07,반기(구합산),경제활동인구 (천명),1014.3,
전남,,2022-07,반기(구합산),비경제활동인구 (천명),509.8,
전남,,2022-07,반기(구합산),실업자 (천명),14.0,
전남,,2022-07,반기(구합산),취업자 (천명),1000.2,
전남,,2023-01,반기(구합산),15세이상인구 (천명),1523.4,
전남,,2023-01,반기(구합산),경제활동인구 (천명),1021.4,
전남,,2023-01,반기(구합산),비경제활동인구 (천명),502.0,
전남,,2023-01,반기(구합산),실업자 (천명),12.8,
전남,,2023-01,반기(구합산),취업자 (천명),1008.8,
전남,,2023-07,반기(구합산),15세이상인구 (천명),1522.0,
전남,,2023-07,반기(구합산),경제활동인구 (천명),1029.6,
전남,,2023-07,반기(구합산),비경제활동인구 (천명),492.4,
전남,,2023-07,반기(구합산),실업자 (천명),15.3,
전남,,2023-07,반기(구합산),취업자 (천명),1014.1,
전남,,2024-01,반기(구합산),15세이상인구 (천명),1521.6,
전남,,2024-01,반기(구합산),경제활동인구 (천명),1032.6,
전남,,2024-01,반기(구합산),비경제활동인구 (천명),489.1,
전남,,2024-01,반기(구합산),실업자 (천명),15.4,
전남,,2024-01,반기(구합산),취업자 (천명),1017.2,
전남,,2024-07,반기(구합산),15세이상인구 (천명),1518.3,
전남,,2024-07,반기(구합산),경제활동인구 (천명),1030.7,
전남,,2024-07,반기(구합산),비경제활동인구 (천명),487.3,
전남,,2024-07,반기(구합산),실업자 (천명),15.7,
전남,,2024-07,반기(구합산),취업자 (천명),1015.2,
전남,,2025-01,반기(구합산),15세이상인구 (천명),1519.1,
전남,,2025-01,반기(구합산),경제활동인구 (천명),1029.9,
전남,,2025-01,반기(구합산),비경제활동인구 (천명),489.1,
전남,,2025-01,반기(구합산),실업자 (천명),18.2,
전남,,2025-01,반기(구합산),취업자 (천명),1011.5,
전남,,2025-07,반기(구합산),15세이상인구 (천명),1521.0,
전남,,2025-07,반기(구합산),경제활동인구 (천명),1017.2,
전남,,2025-07,반기(구합산),비경제활동인구 (천명),503.7,
전남,,2025-07,반기(구합산),실업자 (천명),19.4,
전남,,2025-07,반기(구합산),취업자 (천명),998.0,
전남,,2026-01,반기(구합산),15세이상인구 (천명),1528.6,
전남,,2026-01,반기(구합산),경제활동인구 (천명),1030.9,
전남,,2026-01,반기(구합산),비경제활동인구 (천명),497.7,
전남,,2026-01,반기(구합산),실업자 (천명),18.6,
전남,,2026-01,반기(구합산),취업자 (천명),1012.7,
전북,,2008-01,연간,15세이상인구 (천명),1446.5,
전북,,2008-01,연간,경제활동인구 (천명),876.3,
전북,,2008-01,연간,경제활동참가율 (％),60.6,
전북,,2008-01,연간,고용률 (%),59.1,
전북,,2008-01,연간,비경제활동인구 (천명),570.1,
전북,,2008-01,연간,실업률 (％),2.5,
전북,,2008-01,연간,실업자 (천명),22.2,
전북,,2008-01,연간,취업자 (천명),854.2,
전북,,2009-01,연간,15세이상인구 (천명),1461.1,
전북,,2009-01,연간,경제활동인구 (천명),871.3,
전북,,2009-01,연간,경제활동참가율 (％),59.6,
전북,,2009-01,연간,고용률 (%),58.7,
전북,,2009-01,연간,비경제활동인구 (천명),589.8,
전북,,2009-01,연간,실업률 (％),1.6,
전북,,2009-01,연간,실업자 (천명),13.8,
전북,,2009-01,연간,취업자 (천명),857.5,
전북,,2010-01,연간,15세이상인구 (천명),1476.9,
전북,,2010-01,연간,경제활동인구 (천명),869.4,
전북,,2010-01,연간,경제활동참가율 (％),58.9,
전북,,2010-01,연간,고용률 (%),57.6,
전북,,2010-01,연간,비경제활동인구 (천명),607.5,
전북,,2010-01,연간,실업률 (％),2.1,
전북,,2010-01,연간,실업자 (천명),18.5,
전북,,2010-01,연간,취업자 (천명),850.9,
전북,,2011-01,분기,15세이상인구 (천명),1491.7,
전북,,2011-01,분기,경제활동인구 (천명),859,
전북,,2011-01,분기,경제활동참가율 (％),57.6,
전북,,2011-01,분기,고용률 (%),56,
전북,,2011-01,분기,비경제활동인구 (천명),632.6,
전북,,2011-01,분기,실업률 (％),2.7,
전북,,2011-01,분기,실업자 (천명),23.2,
전북,,2011-01,분기,취업자 (천명),835.8,
전북,,2011-04,분기,15세이상인구 (천명),1496.7,
전북,,2011-04,분기,경제활동인구 (천명),916.3,
전북,,2011-04,분기,경제활동참가율 (％),61.2,
전북,,2011-04,분기,고용률 (%),59.6,
전북,,2011-04,분기,비경제활동인구 (천명),580.5,
전북,,2011-04,분기,실업률 (％),2.6,
전북,,2011-04,분기,실업자 (천명),23.8,
전북,,2011-04,분기,취업자 (천명),892.5,
전북,,2011-07,분기,15세이상인구 (천명),1500.9,
전북,,2011-07,분기,경제활동인구 (천명),903.9,
전북,,2011-07,분기,경제활동참가율 (％),60.2,
전북,,2011-07,분기,고용률 (%),59.1,
