광역지자체,자치구,연월,인허가(호),착공(호),준공(호)
경남,,2015-02,3927,977,575
경남,,2015-03,2175,6258,1895
경남,,2015-04,960,2524,1838
경남,,2015-05,1938,2679,315
경남,,2015-06,3476,2803,1230
경남,,2015-07,3244,3471,1614
경남,,2015-08,509,3566,1588
경남,,2015-09,3343,6944,1243
경남,,2015-10,849,2430,7210
경남,,2015-11,5276,731,2093
경남,,2015-12,9201,4163,2122
경남,,2016-01,3539,221,3391
경남,,2016-02,4111,6751,78
경남,,2016-03,3615,961,688
경남,,2016-04,5436,7391,2758
경남,,2016-05,2350,4251,1440
경남,,2016-06,4349,3212,1781
경남,,2016-07,6293,4164,1306
경남,,2016-08,5151,1610,1830
경남,,2016-09,3413,3301,875
경남,,2016-10,3335,4829,1812
경남,,2016-11,2865,6687,3214
경남,,2016-12,5204,3258,2169
경남,,2017-01,1000,,1305
경남,,2017-02,2963,2965,3393
경남,,2017-03,3671,2164,3250
경남,,2017-04,775,2199,7859
경남,,2017-05,3972,1087,3720
경남,,2017-06,5501,3270,3473
경남,,2017-07,151,1680,4682
경남,,2017-08,746,2308,1065
경남,,2017-09,6003,2121,1123
경남,,2017-10,140,1140,3817
경남,,2017-11,335,3170,2941
경남,,2017-12,5001,4149,1947
경남,,2018-01,518,48,4415
경남,,2018-02,367,150,1289
경남,,2018-03,2681,1703,3433
경남,,2018-04,978,1808,2512
경남,,2018-05,3313,76,2148
경남,,2018-06,0,801,1937
경남,,2018-07,1100,841,4013
경남,,2018-08,3170,340,1290
경남,,2018-09,0,,267
경남,,2018-10,856,89,1506
경남,,2018-11,0,36,3739
경남,,2018-12,6973,6136,7486
경남,,2019-01,7446,735,1893
경남,,2019-02,1712,358,7204
경남,,2019-03,0,115,190
경남,,2019-04,100,1882,2073
경남,,2019-05,1695,,3688
경남,,2019-06,68,,2942
경남,,2019-07,225,200,367
경남,,2019-08,0,802,2169
경남,,2019-09,1415,484,2354
경남,,2019-10,2804,1049,3009
경남,,2019-11,0,68,5897
경남,,2019-12,4374,2467,10858
경남,,2020-01,,842,75
경남,,2020-02,,2420,1073
경남,,2020-03,453,,1634
경남,,2020-04,2916,2830,90
경남,,2020-05,0,745,1132
경남,,2020-06,0,5037,2348
경남,,2020-07,138,779,4223
경남,,2020-08,843,120,2077
경남,,2020-09,3485,90,560
경남,,2020-10,29,1161,774
경남,,2020-11,1625,178,1458
경남,,2020-12,4893,4408,394
경남,,2021-01,519,,423
경남,,2021-02,1933,6994,817
경남,,2021-03,240,4540,2028
경남,,2021-04,1611,915,128
경남,,2021-05,3406,619,1482
경남,,2021-06,2610,,500
경남,,2021-07,857,3246,
경남,,2021-08,48,2432,814
경남,,2021-09,3356,1650,52
경남,,2021-10,1723,3302,2826
경남,,2021-11,1157,3469,237
경남,,2021-12,2385,2065,2696
경남,,2022-01,2535,1040,29
경남,,2022-02,0,813,814
경남,,2022-03,2282,1538,1045
경남,,2022-04,3095,3171,42
경남,,2022-05,2059,765,24
경남,,2022-06,3933,1262,1249
경남,,2022-07,1038,3150,
경남,,2022-08,1541,1620,120
경남,,2022-09,3613,2034,1069
경남,,2022-10,1307,1155,985
경남,,2022-11,299,472,689
경남,,2022-12,2294,188,477
경남,,2023-01,,,1456
경남,,2023-02,,1146,284
경남,,2023-03,2574,299,39
경남,,2023-04,465,,993
경남,,2023-05,2350,,397
경남,,2023-06,714,,2005
경남,,2023-07,973,423,1215
경남,,2023-08,434,,1550
경남,,2023-09,927,221,1295
경남,,2023-10,0,,903
경남,,2023-11,202,1862,1751
경남,,2023-12,4959,3274,1877
경남,,2024-01,4051,,4312
경남,,2024-02,702,232,1380
경남,,2024-03,180,714,1068
경남,,2024-04,0,,810
경남,,2024-05,846,1409,3000
경남,,2024-06,842,,828
경남,,2024-07,438,660,4017
경남,,2024-08,1252,570,1058
경남,,2024-09,4090,,
경남,,2024-10,1048,40,2370
경남,,2024-11,0,,39
경남,,2024-12,6191,5080,5529
경남,,2025-01,566,3351,3518
경남,,2025-02,0,0,4703
경남,,2025-03,631,0,613
경남,,2025-04,0,161,2555
경남,,2025-05,605,1973,136
경남,,2025-06,854,842,4111
경남,,2025-07,251,1393,0
경남,,2025-08,467,0,311
경남,,2025-09,2048,2861,2603
경남,,2025-10,0,0,0
경남,,2025-11,0,453,166
경남,,2025-12,838,3219,1291
경남,,2026-01,472,0,814
경남,,2026-02,0,90,2941
경남,,2026-03,361,2207,0
경남,,2026-04,0,2018,308
경남,,2026-05,0,587,1390
경남,,2026-06,1389,2200,180
경남,,2026-07,0,1032,0
제주,,2007-01,48,,
제주,,2007-02,19,,
제주,,2007-03,0,,
제주,,2007-04,0,,
제주,,2007-05,0,,
제주,,2007-06,364,,
제주,,2007-07,49,,
제주,,2007-08,354,,
제주,,2007-09,0,,
제주,,2007-10,168,,
제주,,2007-11,36,,
제주,,2007-12,16,,
제주,,2008-01,780,,
제주,,2008-02,17,,
제주,,2008-03,125,,
제주,,2008-04,64,,
제주,,2008-05,0,,
제주,,2008-06,0,,
제주,,2008-07,0,,
제주,,2008-08,617,,
제주,,2008-09,865,,
제주,,2008-10,328,,
제주,,2008-11,450,,
제주,,2008-12,528,,
제주,,2009-01,17,,
제주,,2009-02,0,,
제주,,2009-03,0,,
제주,,2009-04,0,,
제주,,2009-05,531,,
제주,,2009-06,12,,
제주,,2009-07,26,,
제주,,2009-08,95,,
제주,,2009-09,42,,
제주,,2009-10,44,,
제주,,2009-11,232,,
제주,,2009-12,42,,
제주,,2010-01,79,,
제주,,2010-02,41,,
제주,,2010-03,30,,
제주,,2010-04,65,,
제주,,2010-05,129,,
제주,,2010-06,609,,
제주,,2010-07,122,,
제주,,2010-08,272,,0
제주,,2010-09,163,,28
제주,,2010-10,243,,445
제주,,2010-11,92,,64
제주,,2010-12,1074,,1700
제주,,2011-01,293,182,850
제주,,2011-02,196,353,150
제주,,2011-03,805,159,35
제주,,2011-04,693,853,89
제주,,2011-05,390,241,63
제주,,2011-06,249,285,0
제주,,2011-07,472,623,134
제주,,2011-08,494,98,27
제주,,2011-09,741,142,35
제주,,2011-10,502,548,0
제주,,2011-11,638,828,246
제주,,2011-12,2511,688,440
제주,,2012-01,849,231,265
제주,,2012-02,-1,662,363
제주,,2012-03,456,928,164
제주,,2012-04,273,550,269
제주,,2012-05,256,303,217
제주,,2012-06,1346,344,128
제주,,2012-07,174,125,276
제주,,2012-08,1146,647,12
제주,,2012-09,81,1038,181
제주,,2012-10,42,174,73
제주,,2012-11,126,91,295
제주,,2012-12,-361,108,919
제주,,2013-01,41,67,1402
제주,,2013-02,19,97,282
제주,,2013-03,19,55,211
제주,,2013-04,443,59,179
제주,,2013-05,19,97,223
제주,,2013-06,14,165,228
제주,,2013-07,150,22,29
제주,,2013-08,19,580,1384
제주,,2013-09,48,40,316
제주,,2013-10,118,19,55
제주,,2013-11,0,112,585
제주,,2013-12,267,936,1340
제주,,2014-01,176,417,345
제주,,2014-02,53,90,24
제주,,2014-03,74,190,71
제주,,2014-04,217,143,83
제주,,2014-05,101,78,28
제주,,2014-06,116,509,95
제주,,2014-07,525,1076,446
제주,,2014-08,227,84,112
제주,,2014-09,410,876,137
제주,,2014-10,157,196,19
제주,,2014-11,661,879,160
제주,,2014-12,230,210,139
제주,,2015-01,448,1160,230
제주,,2015-02,63,26,156
제주,,2015-03,189,316,34
제주,,2015-04,338,118,73
제주,,2015-05,961,179,
제주,,2015-06,290,727,171
제주,,2015-07,413,301,585
제주,,2015-08,173,266,379
제주,,2015-09,79,27,76
제주,,2015-10,855,132,887
제주,,2015-11,688,140,559
제주,,2015-12,819,1344,742
제주,,2016-01,225,447,282
제주,,2016-02,155,46,191
제주,,2016-03,405,915,236
제주,,2016-04,257,719,938
제주,,2016-05,267,141,142
제주,,2016-06,1780,722,484
제주,,2016-07,204,178,146
제주,,2016-08,618,496,112
제주,,2016-09,135,203,78
제주,,2016-10,120,31,746
제주,,2016-11,210,537,641
제주,,2016-12,24,723,573
제주,,2017-01,304,298,422
제주,,2017-02,189,24,321
제주,,2017-03,117,279,988
제주,,2017-04,965,196,52
제주,,2017-05,310,24,111
제주,,2017-06,295,306,322
제주,,2017-07,29,261,63
제주,,2017-08,186,163,148
제주,,2017-09,216,96,98
제주,,2017-10,41,298,1106
제주,,2017-11,152,,335
제주,,2017-12,72,235,128
제주,,2018-01,215,64,567
제주,,2018-02,0,212,155
제주,,2018-03,72,869,224
제주,,2018-04,495,59,22
제주,,2018-05,66,38,718
제주,,2018-06,48,18,158
제주,,2018-07,63,101,14
제주,,2018-08,47,56,45
제주,,2018-09,0,19,358
제주,,2018-10,0,108,581
제주,,2018-11,0,,510
제주,,2018-12,731,557,309
제주,,2019-01,146,42,183
제주,,2019-02,46,,
제주,,2019-03,53,41,125
제주,,2019-04,47,46,
제주,,2019-05,71,304,441
제주,,2019-06,0,44,116
제주,,2019-07,59,46,224
제주,,2019-08,0,29,91
제주,,2019-09,160,,
제주,,2019-10,0,12,157
제주,,2019-11,132,,245
제주,,2019-12,970,200,29
제주,,2020-01,229,64,31
제주,,2020-02,77,299,
제주,,2020-03,169,,59
제주,,2020-04,18,,45
제주,,2020-05,135,127,151
제주,,2020-06,0,14,48
제주,,2020-07,112,,90
제주,,2020-08,42,,849
제주,,2020-09,187,96,358
제주,,2020-10,132,200,24
제주,,2020-11,102,,
제주,,2020-12,720,192,254
제주,,2021-01,,179,
제주,,2021-02,,,29
제주,,2021-03,,404,46
제주,,2021-04,21,41,19
제주,,2021-05,0,169,
제주,,2021-06,28,39,413
제주,,2021-07,200,,14
제주,,2021-08,84,210,105
제주,,2021-09,0,21,
제주,,2021-10,301,,18
제주,,2021-11,38,36,212
제주,,2021-12,305,186,
제주,,2022-01,36,49,24
제주,,2022-02,65,238,62
제주,,2022-03,45,237,
제주,,2022-04,632,16,173
제주,,2022-05,1053,19,57
제주,,2022-06,255,236,
제주,,2022-07,855,52,41
제주,,2022-08,183,631,57
제주,,2022-09,442,108,80
제주,,2022-10,113,,
제주,,2022-11,204,226,12
제주,,2022-12,70,556,63
제주,,2023-01,24,425,201
제주,,2023-02,76,83,66
제주,,2023-03,0,,63
제주,,2023-04,0,354,109
제주,,2023-05,0,,20
제주,,2023-06,259,264,485
제주,,2023-07,928,,44
제주,,2023-08,29,,88
제주,,2023-09,96,,53
제주,,2023-10,1401,,116
제주,,2023-11,106,88,120
제주,,2023-12,886,,88
제주,,2024-01,160,728,48
제주,,2024-02,152,182,213
제주,,2024-03,0,196,
제주,,2024-04,0,,79
제주,,2024-05,0,90,
제주,,2024-06,0,9,18
제주,,2024-07,61,,
제주,,2024-08,44,1421,360
제주,,2024-09,72,,
제주,,2024-10,0,123,
제주,,2024-11,11,9,
제주,,2024-12,350,138,425
제주,,2025-01,0,0,90
제주,,2025-02,0,87,136
제주,,2025-03,29,0,0
제주,,2025-04,0,29,37
제주,,2025-05,0,97,90
제주,,2025-06,108,96,24
제주,,2025-07,0,0,100
제주,,2025-08,29,0,9
제주,,2025-09,0,0,63
제주,,2025-10,273,0,503
제주,,2025-11,53,0,113
제주,,2025-12,115,0,20
제주,,2026-01,0,0,44
제주,,2026-02,0,105,351
제주,,2026-03,69,70,0
제주,,2026-04,0,69,83
제주,,2026-05,0,0,0
제주,,2026-06,0,0,0
제주,,2026-07,0,53,0
