광역지자체,자치구,연월,인허가(호),착공(호),준공(호)
세종,,2023-06,0,,
세종,,2023-07,0,,
세종,,2023-08,0,,
세종,,2023-09,0,,458
세종,,2023-10,0,,995
세종,,2023-11,0,,
세종,,2023-12,656,,
세종,,2024-03,0,,1679
세종,,2024-04,2064,,
세종,,2024-05,0,,
세종,,2024-06,0,,1350
세종,,2024-07,0,,
세종,,2024-08,0,,
세종,,2024-09,0,500,660
세종,,2024-10,0,,256
세종,,2024-11,0,,
세종,,2024-12,5535,3021,1451
세종,,2025-01,0,0,0
세종,,2025-02,0,0,0
세종,,2025-03,0,0,151
세종,,2025-04,0,0,0
세종,,2025-05,0,0,0
세종,,2025-06,0,1110,0
세종,,2025-07,0,0,0
세종,,2025-08,0,0,0
세종,,2025-09,0,424,0
세종,,2025-10,0,0,238
세종,,2025-11,0,0,0
세종,,2025-12,0,1857,0
세종,,2026-01,0,0,0
세종,,2026-02,0,0,0
세종,,2026-03,676,0,0
세종,,2026-04,3190,0,0
세종,,2026-05,0,0,0
세종,,2026-06,0,0,0
세종,,2026-07,0,676,0
경기,,2007-01,1679,,
경기,,2007-02,1932,,
경기,,2007-03,1548,,
경기,,2007-04,2235,,
경기,,2007-05,10748,,
경기,,2007-06,5346,,
경기,,2007-07,9157,,
경기,,2007-08,13313,,
경기,,2007-09,14096,,
경기,,2007-10,52691,,
경기,,2007-11,26940,,
경기,,2007-12,37384,,
경기,,2008-01,1945,,
경기,,2008-02,488,,
경기,,2008-03,665,,
경기,,2008-04,2702,,
경기,,2008-05,1822,,
경기,,2008-06,418,,
경기,,2008-07,4723,,
경기,,2008-08,7054,,
경기,,2008-09,1012,,
경기,,2008-10,5955,,
경기,,2008-11,14323,,
경기,,2008-12,46032,,
경기,,2009-01,942,,
경기,,2009-02,883,,
경기,,2009-03,3468,,
경기,,2009-04,1185,,
경기,,2009-05,1564,,
경기,,2009-06,8372,,
경기,,2009-07,3576,,
경기,,2009-08,4602,,
경기,,2009-09,12885,,
경기,,2009-10,7808,,
경기,,2009-11,11987,,
경기,,2009-12,81370,,
경기,,2010-01,1159,,
경기,,2010-02,4092,,
경기,,2010-03,8528,,
경기,,2010-04,4831,,
경기,,2010-05,6690,,
경기,,2010-06,2058,,
경기,,2010-07,2955,,
경기,,2010-08,2107,,11562
경기,,2010-09,1642,,4855
경기,,2010-10,10101,,10050
경기,,2010-11,15825,,4241
경기,,2010-12,57692,,12143
경기,,2011-01,2269,315,3096
경기,,2011-02,1525,2504,3365
경기,,2011-03,6171,3472,6470
경기,,2011-04,5043,8775,6147
경기,,2011-05,1453,3773,2439
경기,,2011-06,883,202,8494
경기,,2011-07,6216,1233,3042
경기,,2011-08,4429,2893,5655
경기,,2011-09,4524,2032,4403
경기,,2011-10,16048,12431,15189
경기,,2011-11,2925,8958,2513
경기,,2011-12,52530,12283,5447
경기,,2012-01,2670,801,4574
경기,,2012-02,2378,586,5952
경기,,2012-03,743,4250,3384
경기,,2012-04,5603,1609,1440
경기,,2012-05,3983,1650,5065
경기,,2012-06,4367,16452,6957
경기,,2012-07,6611,3115,6731
경기,,2012-08,1900,5786,4145
경기,,2012-09,12652,10903,3524
경기,,2012-10,6091,9263,8309
경기,,2012-11,6111,1374,6156
경기,,2012-12,40689,13954,5356
경기,,2013-01,3849,2140,70
경기,,2013-02,2323,8976,5596
경기,,2013-03,2312,3018,1577
경기,,2013-04,2625,5934,8269
경기,,2013-05,1472,1851,6019
경기,,2013-06,3283,4361,5578
경기,,2013-07,4663,8068,599
경기,,2013-08,504,5662,2067
경기,,2013-09,4596,8097,3479
경기,,2013-10,4812,3945,8177
경기,,2013-11,6108,5702,11375
경기,,2013-12,17786,17269,2605
경기,,2014-01,4343,1930,1672
경기,,2014-02,5253,5932,3135
경기,,2014-03,8093,774,1458
경기,,2014-04,3999,14203,6548
경기,,2014-05,4493,5797,6541
경기,,2014-06,2539,3661,8541
경기,,2014-07,12413,4528,5081
경기,,2014-08,6721,4715,1624
경기,,2014-09,10636,5640,6037
경기,,2014-10,14167,13255,3694
경기,,2014-11,12516,12052,10438
경기,,2014-12,31350,18149,4821
경기,,2015-01,6297,3487,3171
경기,,2015-02,6300,8241,6600
경기,,2015-03,17336,13714,2346
경기,,2015-04,14109,23298,3242
경기,,2015-05,17829,16889,3788
경기,,2015-06,23514,14320,9843
경기,,2015-07,22197,14122,10689
경기,,2015-08,16353,21217,8189
경기,,2015-09,28645,9319,4939
경기,,2015-10,15631,29879,12003
경기,,2015-11,15513,29020,4716
경기,,2015-12,34106,20832,10864
경기,,2016-01,9365,2656,4254
경기,,2016-02,14875,6802,5727
경기,,2016-03,18347,13027,2513
경기,,2016-04,10199,16472,12245
경기,,2016-05,9090,15907,8299
경기,,2016-06,34055,17171,12362
경기,,2016-07,13615,20687,8033
경기,,2016-08,7702,9944,10914
경기,,2016-09,5832,18957,9624
경기,,2016-10,12441,14724,10210
경기,,2016-11,18752,15896,8841
경기,,2016-12,37474,32135,8867
경기,,2017-01,18202,2879,5097
경기,,2017-02,5503,10611,6783
경기,,2017-03,8249,11781,2635
경기,,2017-04,8445,2627,6108
경기,,2017-05,9338,10417,11535
경기,,2017-06,6570,11317,12608
경기,,2017-07,13121,7609,13452
경기,,2017-08,8722,13698,15707
경기,,2017-09,8784,11442,14988
경기,,2017-10,8623,10185,21270
경기,,2017-11,19871,10110,12425
경기,,2017-12,35206,36551,12705
경기,,2018-01,4084,5152,21305
경기,,2018-02,10081,5866,14832
경기,,2018-03,11238,16409,7907
경기,,2018-04,10701,8260,10453
경기,,2018-05,4033,7805,17154
경기,,2018-06,7172,9096,19397
경기,,2018-07,9031,2806,16787
경기,,2018-08,6390,4861,13689
경기,,2018-09,9980,3749,17106
경기,,2018-10,7083,3460,11431
경기,,2018-11,6496,17892,13059
경기,,2018-12,43071,24958,16069
경기,,2019-01,6692,11668,13197
경기,,2019-02,9163,5785,10086
경기,,2019-03,14756,9902,13975
경기,,2019-04,12036,11355,10036
경기,,2019-05,5635,6628,16409
경기,,2019-06,8924,20678,24672
경기,,2019-07,2948,6023,10891
경기,,2019-08,6124,16026,10810
경기,,2019-09,13815,3166,8183
경기,,2019-10,9079,6640,4419
경기,,2019-11,8973,6268,7314
경기,,2019-12,46976,42951,8787
경기,,2020-01,3071,4288,8423
경기,,2020-02,17452,3071,11006
경기,,2020-03,9331,12636,6730
경기,,2020-04,7795,9326,8901
경기,,2020-05,9815,12426,6090
경기,,2020-06,5786,11368,15549
경기,,2020-07,17279,10510,23135
경기,,2020-08,7285,6617,9757
경기,,2020-09,6365,12898,4730
경기,,2020-10,7349,11548,9923
경기,,2020-11,8623,9688,9278
경기,,2020-12,46876,43687,9953
경기,,2021-01,4926,10079,12477
경기,,2021-02,9409,13090,11312
경기,,2021-03,11958,9907,5981
경기,,2021-04,10747,6366,3477
경기,,2021-05,7763,8332,6733
경기,,2021-06,13639,11540,10668
경기,,2021-07,13223,5467,13982
경기,,2021-08,7716,10129,10576
경기,,2021-09,5049,15390,2236
경기,,2021-10,7977,4957,8278
경기,,2021-11,4586,8943,9746
경기,,2021-12,47659,30263,16816
경기,,2022-01,3051,3908,2341
경기,,2022-02,2862,7687,6970
경기,,2022-03,8926,7176,4564
경기,,2022-04,8298,3683,9901
경기,,2022-05,7379,4808,4167
경기,,2022-06,13229,4336,7409
경기,,2022-07,10401,6494,12967
경기,,2022-08,8186,6583,9914
경기,,2022-09,1211,14079,12539
경기,,2022-10,3676,4260,9895
경기,,2022-11,11127,3285,6477
경기,,2022-12,14796,5200,17464
경기,,2023-01,3310,8969,6455
경기,,2023-02,6431,5426,10788
경기,,2023-03,4328,6419,7179
경기,,2023-04,8070,2036,12218
경기,,2023-05,10929,894,14959
경기,,2023-06,7484,4548,8072
경기,,2023-07,4534,7222,5471
경기,,2023-08,8793,2472,13716
경기,,2023-09,8792,2393,5815
경기,,2023-10,2046,5293,13666
경기,,2023-11,7427,7105,9983
경기,,2023-12,49895,13522,17164
경기,,2024-01,5566,6742,13356
경기,,2024-02,5671,7879,7528
경기,,2024-03,7701,1422,9925
경기,,2024-04,7422,13009,6880
경기,,2024-05,3729,4934,5624
경기,,2024-06,5433,5581,10303
경기,,2024-07,4832,4944,3868
경기,,2024-08,7495,15456,22107
경기,,2024-09,2705,4736,7333
경기,,2024-10,4070,7253,7089
경기,,2024-11,5541,3544,6863
경기,,2024-12,91887,23944,11099
경기,,2025-01,10384,1222,7487
경기,,2025-02,1160,2859,7706
경기,,2025-03,6318,6065,9819
경기,,2025-04,6404,10202,7387
경기,,2025-05,4114,4957,12093
경기,,2025-06,9115,16692,10427
경기,,2025-07,4206,9238,7393
경기,,2025-08,2571,7316,4282
경기,,2025-09,12146,11048,6298
경기,,2025-10,8867,5537,3032
경기,,2025-11,10859,8793,4730
경기,,2025-12,71002,24542,4319
경기,,2026-01,6085,6252,5765
경기,,2026-02,4916,2665,2595
경기,,2026-03,4719,2649,7638
경기,,2026-04,6094,9837,3108
경기,,2026-05,5459,6404,2622
경기,,2026-06,8112,7617,5968
경기,,2026-07,2855,5732,9114
강원,,2007-01,241,,
강원,,2007-02,0,,
강원,,2007-03,0,,
강원,,2007-04,584,,
강원,,2007-05,0,,
강원,,2007-06,1095,,
강원,,2007-07,125,,
강원,,2007-08,833,,
강원,,2007-09,577,,
강원,,2007-10,586,,
강원,,2007-11,758,,
강원,,2007-12,1550,,
강원,,2008-01,1061,,
강원,,2008-02,0,,
강원,,2008-03,273,,
강원,,2008-04,158,,
강원,,2008-05,933,,
강원,,2008-06,0,,
강원,,2008-07,140,,
강원,,2008-08,0,,
강원,,2008-09,869,,
강원,,2008-10,470,,
강원,,2008-11,436,,
강원,,2008-12,4179,,
강원,,2009-01,984,,
강원,,2009-02,0,,
강원,,2009-03,228,,
강원,,2009-04,0,,
강원,,2009-05,1558,,
강원,,2009-06,1622,,
강원,,2009-07,95,,
강원,,2009-08,55,,
강원,,2009-09,0,,
강원,,2009-10,0,,
강원,,2009-11,563,,
강원,,2009-12,2371,,
강원,,2010-01,0,,
강원,,2010-02,265,,
강원,,2010-03,90,,
강원,,2010-04,639,,
강원,,2010-05,0,,
강원,,2010-06,0,,
강원,,2010-07,0,,
강원,,2010-08,19,,226
강원,,2010-09,0,,435
강원,,2010-10,0,,870
강원,,2010-11,248,,0
강원,,2010-12,2522,,1263
강원,,2011-01,0,639,0
강원,,2011-02,114,451,0
강원,,2011-03,0,114,0
강원,,2011-04,0,0,0
강원,,2011-05,0,1277,470
강원,,2011-06,18,6,386
강원,,2011-07,409,463,0
강원,,2011-08,902,12,568
강원,,2011-09,1035,457,130
강원,,2011-10,1919,1083,0
강원,,2011-11,0,1667,0
강원,,2011-12,2506,3028,725
강원,,2012-01,0,0,82
강원,,2012-02,42,0,884
강원,,2012-03,0,99,0
강원,,2012-04,19,19,0
강원,,2012-05,0,641,306
강원,,2012-06,555,0,0
강원,,2012-07,653,555,639
강원,,2012-08,54,2070,0
강원,,2012-09,650,522,428
강원,,2012-10,718,740,819
강원,,2012-11,137,43,548
강원,,2012-12,1930,182,552
강원,,2013-01,84,0,0
강원,,2013-02,626,724,0
강원,,2013-03,0,320,755
강원,,2013-04,391,84,184
강원,,2013-05,121,403,606
강원,,2013-06,652,0,510
강원,,2013-07,451,109,111
강원,,2013-08,1244,60,59
강원,,2013-09,0,0,0
강원,,2013-10,630,489,30
강원,,2013-11,696,2057,538
강원,,2013-12,2063,1369,1110
강원,,2014-01,,,96
강원,,2014-02,,626,
강원,,2014-03,1045,833,397
강원,,2014-04,0,345,2482
강원,,2014-05,596,760,1034
강원,,2014-06,0,1776,621
강원,,2014-07,887,718,522
강원,,2014-08,2089,418,1180
강원,,2014-09,0,1460,1833
강원,,2014-10,0,19,737
강원,,2014-11,0,1321,
강원,,2014-12,418,,242
강원,,2015-01,412,,18
강원,,2015-02,497,418,
강원,,2015-03,32,123,
강원,,2015-04,251,19,661
강원,,2015-05,1190,729,1500
강원,,2015-06,557,2331,318
강원,,2015-07,136,3677,391
강원,,2015-08,1125,14,
강원,,2015-09,5591,,1290
강원,,2015-10,1257,3798,40
강원,,2015-11,493,982,2118
강원,,2015-12,1533,2491,1957
강원,,2016-01,1856,1142,0
강원,,2016-02,0,469,662
강원,,2016-03,100,880,
강원,,2016-04,564,27,326
강원,,2016-05,1745,2313,
강원,,2016-06,2598,2732,80
강원,,2016-07,1190,27,624
강원,,2016-08,3191,1314,1222
강원,,2016-09,3907,1159,14
강원,,2016-10,4050,4231,2308
강원,,2016-11,232,905,1082
강원,,2016-12,1480,5420,700
강원,,2017-01,,410,
강원,,2017-02,,427,145
강원,,2017-03,1909,,
강원,,2017-04,919,,418
강원,,2017-05,800,235,100
강원,,2017-06,4343,2176,
강원,,2017-07,1489,1350,220
강원,,2017-08,1668,1844,293
강원,,2017-09,3460,739,889
강원,,2017-10,637,379,1388
강원,,2017-11,674,3142,2800
강원,,2017-12,2630,4761,612
강원,,2018-01,2867,1420,1387
강원,,2018-02,303,416,
강원,,2018-03,1153,1275,1340
강원,,2018-04,2578,69,842
강원,,2018-05,1717,859,954
강원,,2018-06,2560,592,1639
강원,,2018-07,1416,969,2723
강원,,2018-08,414,1463,2272
강원,,2018-09,440,1164,178
강원,,2018-10,1925,99,1052
강원,,2018-11,198,588,1122
강원,,2018-12,1821,3227,4233
강원,,2019-01,1081,1774,1673
강원,,2019-02,402,1104,1284
강원,,2019-03,0,1473,998
강원,,2019-04,0,267,1994
강원,,2019-05,792,214,509
강원,,2019-06,866,916,427
강원,,2019-07,1462,133,1075
강원,,2019-08,209,,1618
강원,,2019-09,90,320,771
강원,,2019-10,785,698,2908
강원,,2019-11,1469,873,66
강원,,2019-12,5135,305,4475
강원,,2020-01,425,,232
강원,,2020-02,203,538,973
강원,,2020-03,568,664,464
강원,,2020-04,1152,879,2272
강원,,2020-05,1525,,1150
강원,,2020-06,810,29,2694
강원,,2020-07,0,1783,216
강원,,2020-08,279,530,
강원,,2020-09,205,321,965
강원,,2020-10,289,582,
강원,,2020-11,590,907,817
강원,,2020-12,1278,1942,1007
강원,,2021-02,,887,2762
강원,,2021-03,,1344,807
강원,,2021-04,,592,1005
강원,,2021-05,1761,265,
강원,,2021-06,1446,623,788
강원,,2021-07,1985,1334,965
강원,,2021-08,1491,,2066
강원,,2021-09,308,3245,826
강원,,2021-10,0,1326,549
강원,,2021-11,1414,1284,2021
강원,,2021-12,2117,1272,1966
강원,,2022-01,176,,29
강원,,2022-02,418,104,
강원,,2022-03,997,1404,1175
강원,,2022-04,0,1194,597
강원,,2022-05,2351,615,925
강원,,2022-06,12,1095,1003
강원,,2022-07,1658,1039,1057
강원,,2022-08,2473,2627,29
강원,,2022-09,2045,369,
강원,,2022-10,322,811,80
강원,,2022-11,822,1286,128
강원,,2022-12,1861,358,295
강원,,2023-01,1828,592,
강원,,2023-02,0,,2209
강원,,2023-03,2151,102,
강원,,2023-04,162,,402
강원,,2023-05,871,873,140
강원,,2023-06,1351,2078,2008
강원,,2023-07,612,970,
강원,,2023-08,0,,1491
강원,,2023-09,1398,1321,29
강원,,2023-10,1914,543,1253
강원,,2023-11,481,561,542
강원,,2023-12,3930,604,1011
강원,,2024-01,508,350,
강원,,2024-02,555,1502,1042
강원,,2024-03,755,,
강원,,2024-04,509,1024,897
강원,,2024-05,231,239,1851
강원,,2024-06,2178,1012,465
강원,,2024-07,0,774,120
강원,,2024-08,1543,96,160
강원,,2024-09,402,900,100
강원,,2024-10,1563,80,1530
강원,,2024-11,1447,447,2259
강원,,2024-12,924,1550,2692
강원,,2025-01,296,0,1909
강원,,2025-02,0,508,975
강원,,2025-03,251,80,0
강원,,2025-04,0,0,0
강원,,2025-05,0,0,997
강원,,2025-06,0,251,513
강원,,2025-07,0,569,0
강원,,2025-08,470,1323,0
강원,,2025-09,1668,0,2641
강원,,2025-10,0,0,2092
강원,,2025-11,387,0,838
강원,,2025-12,1589,213,922
강원,,2026-01,0,0,811
강원,,2026-02,0,263,0
강원,,2026-03,760,772,1167
강원,,2026-04,0,0,0
강원,,2026-05,419,0,29
강원,,2026-06,70,0,0
강원,,2026-07,391,564,2095
충북,,2007-01,25,,
충북,,2007-02,48,,
충북,,2007-03,236,,
충북,,2007-04,0,,
충북,,2007-05,285,,
충북,,2007-06,2214,,
충북,,2007-07,466,,
충북,,2007-08,1772,,
충북,,2007-09,969,,
충북,,2007-10,1937,,
충북,,2007-11,3515,,
충북,,2007-12,4580,,
충북,,2008-01,400,,
충북,,2008-02,80,,
충북,,2008-03,49,,
충북,,2008-04,0,,
충북,,2008-05,456,,
충북,,2008-06,462,,
충북,,2008-07,0,,
충북,,2008-08,0,,
충북,,2008-09,554,,
충북,,2008-10,866,,
충북,,2008-11,1270,,
충북,,2008-12,2003,,
충북,,2009-01,1820,,
충북,,2009-02,0,,
충북,,2009-03,0,,
충북,,2009-04,0,,
충북,,2009-05,467,,
충북,,2009-06,19,,
충북,,2009-07,0,,
충북,,2009-08,0,,
충북,,2009-09,1278,,
충북,,2009-10,0,,
충북,,2009-11,0,,
충북,,2009-12,3384,,
충북,,2010-01,12,,
충북,,2010-02,19,,
충북,,2010-03,0,,
충북,,2010-04,0,,
충북,,2010-05,0,,
충북,,2010-06,61,,
충북,,2010-07,839,,
충북,,2010-08,0,,1495
충북,,2010-09,0,,671
충북,,2010-10,0,,1713
충북,,2010-11,13,,1200
충북,,2010-12,2911,,704
충북,,2011-01,12,0,811
충북,,2011-02,433,0,0
충북,,2011-03,486,46,304
충북,,2011-04,106,100,0
충북,,2011-05,0,1821,1051
충북,,2011-06,25,0,498
충북,,2011-07,1,0,504
충북,,2011-08,1979,0,0
충북,,2011-09,149,1,0
충북,,2011-10,110,1333,18
충북,,2011-11,475,1194,214
충북,,2011-12,5323,1929,424
충북,,2012-01,0,0,0
충북,,2012-02,640,0,417
충북,,2012-03,161,2117,90
충북,,2012-04,2226,655,0
충북,,2012-05,1121,789,90
충북,,2012-06,1406,92,928
충북,,2012-07,0,1183,0
충북,,2012-08,1264,2317,19
충북,,2012-09,242,762,56
충북,,2012-10,535,79,294
충북,,2012-11,2267,1372,533
충북,,2012-12,5769,798,0
충북,,2013-01,0,42,0
충북,,2013-02,989,372,694
충북,,2013-03,1557,1353,903
충북,,2013-04,721,0,599
충북,,2013-05,637,19,120
충북,,2013-06,1073,1585,1995
충북,,2013-07,1653,0,29
충북,,2013-08,1689,56,0
충북,,2013-09,1332,1102,601
충북,,2013-10,298,2428,1099
충북,,2013-11,2095,1562,82
충북,,2013-12,29,1839,114
충북,,2014-01,127,691,19
충북,,2014-02,400,1327,
충북,,2014-03,2089,509,3372
충북,,2014-04,2128,2441,2094
충북,,2014-05,712,736,321
충북,,2014-06,235,394,506
충북,,2014-07,0,399,695
충북,,2014-08,19,1274,892
충북,,2014-09,1007,742,178
충북,,2014-10,670,2321,1049
충북,,2014-11,1321,,1629
충북,,2014-12,296,1201,1310
충북,,2015-01,1020,1941,
충북,,2015-02,0,285,29
충북,,2015-03,874,56,1029
충북,,2015-04,2651,1480,16
충북,,2015-05,556,782,1411
충북,,2015-06,1702,3675,
충북,,2015-07,3196,1176,711
충북,,2015-08,1671,890,476
충북,,2015-09,3392,1242,1644
충북,,2015-10,3775,6967,592
충북,,2015-11,1882,1983,2524
충북,,2015-12,998,4639,1580
충북,,2016-01,1145,51,1482
충북,,2016-02,3326,,1168
충북,,2016-03,3449,749,344
충북,,2016-04,2275,3676,
충북,,2016-05,450,1370,296
충북,,2016-06,3430,246,926
충북,,2016-07,9,3241,921
충북,,2016-08,1099,831,782
충북,,2016-09,2117,492,26
충북,,2016-10,2837,608,1035
충북,,2016-11,2588,2141,2109
충북,,2016-12,3451,1037,1633
충북,,2017-01,5354,409,348
충북,,2017-02,2017,4153,794
충북,,2017-03,6324,845,198
충북,,2017-04,27,3095,1945
충북,,2017-05,180,1523,36
충북,,2017-06,0,1555,1336
충북,,2017-07,66,25,926
충북,,2017-08,1548,,914
충북,,2017-09,1505,1507,786
충북,,2017-10,108,336,
충북,,2017-11,2614,673,3392
충북,,2017-12,7765,6160,2629
충북,,2018-01,3074,,1315
충북,,2018-02,2870,,2639
충북,,2018-03,1110,3110,842
충북,,2018-04,1516,1871,1632
충북,,2018-05,28,2265,98
충북,,2018-06,5511,2907,1655
충북,,2018-07,284,2566,1233
충북,,2018-08,945,,4257
충북,,2018-09,1615,,3553
충북,,2018-10,2601,0,3846
충북,,2018-11,0,435,2496
충북,,2018-12,2803,1566,1185
충북,,2019-01,,,600
충북,,2019-02,,1312,28
충북,,2019-03,96,1046,1194
충북,,2019-04,786,,905
충북,,2019-05,96,585,120
충북,,2019-06,72,1315,
충북,,2019-07,0,74,2629
충북,,2019-08,1148,200,1347
충북,,2019-09,400,1590,2785
충북,,2019-10,2531,1148,1317
충북,,2019-11,605,201,0
충북,,2019-12,2038,775,1406
충북,,2020-01,572,,466
충북,,2020-02,0,,2071
충북,,2020-03,0,1368,1030
충북,,2020-04,0,562,16
충북,,2020-05,0,1516,1520
충북,,2020-06,0,,1507
충북,,2020-07,1626,2713,2962
충북,,2020-08,0,1046,591
충북,,2020-09,884,2950,2176
충북,,2020-10,2440,,
충북,,2020-11,425,,4119
충북,,2020-12,1424,3760,610
충북,,2021-01,2671,1691,705
충북,,2021-02,1164,330,
충북,,2021-03,145,1322,1397
충북,,2021-04,54,1278,
충북,,2021-05,0,1610,1169
충북,,2021-06,1849,2149,
충북,,2021-07,27,80,1076
충북,,2021-08,0,2664,
충북,,2021-09,4150,2861,1692
충북,,2021-10,1968,27,72
충북,,2021-11,897,,770
충북,,2021-12,64,6266,489
충북,,2022-01,3246,59,
충북,,2022-02,2315,,
충북,,2022-03,2970,1954,971
충북,,2022-04,5892,1742,
충북,,2022-05,1238,1229,2162
충북,,2022-06,0,1554,1641
충북,,2022-07,0,334,
충북,,2022-08,3128,2256,562
충북,,2022-09,350,545,30
충북,,2022-10,2297,1019,735
충북,,2022-11,1867,1317,155
충북,,2022-12,4091,2117,2242
충북,,2023-01,,,30
충북,,2023-02,,1000,925
충북,,2023-03,1560,644,
충북,,2023-04,760,1474,350
충북,,2023-05,946,800,
충북,,2023-06,0,1288,5823
충북,,2023-07,70,,2160
충북,,2023-08,1766,,
충북,,2023-09,1067,,574
충북,,2023-10,543,90,864
충북,,2023-11,955,2227,
충북,,2023-12,2262,80,330
충북,,2024-01,,2094,
충북,,2024-02,,2330,1388
충북,,2024-03,1235,,1186
충북,,2024-04,962,,3288
충북,,2024-05,625,,607
충북,,2024-06,1994,1450,
충북,,2024-07,576,,687
충북,,2024-08,497,847,1598
충북,,2024-09,1201,342,
충북,,2024-10,842,478,3830
충북,,2024-11,4456,830,3509
충북,,2024-12,3596,3427,366
충북,,2025-01,796,0,1485
충북,,2025-02,256,1551,545
충북,,2025-03,660,252,0
충북,,2025-04,1351,0,902
충북,,2025-05,0,0,1113
충북,,2025-06,0,2397,2238
충북,,2025-07,659,2514,2450
충북,,2025-08,0,962,694
충북,,2025-09,0,1618,2971
충북,,2025-10,0,0,2705
충북,,2025-11,86,50,1505
충북,,2025-12,78,1368,90
충북,,2026-01,0,0,2341
충북,,2026-02,0,78,0
충북,,2026-03,1994,1351,414
충북,,2026-04,1817,0,800
충북,,2026-05,498,0,874
충북,,2026-06,0,0,0
충북,,2026-07,1671,0,1317
충남,,2007-01,628,,
충남,,2007-02,1026,,
충남,,2007-03,1314,,
충남,,2007-04,74,,
충남,,2007-05,2611,,
충남,,2007-06,1116,,
충남,,2007-07,1325,,
충남,,2007-08,920,,
충남,,2007-09,464,,
충남,,2007-10,3752,,
충남,,2007-11,5877,,
충남,,2007-12,4492,,
충남,,2008-01,857,,
충남,,2008-02,0,,
충남,,2008-03,1030,,
충남,,2008-04,2426,,
충남,,2008-05,1054,,
충남,,2008-06,1788,,
충남,,2008-07,0,,
충남,,2008-08,0,,
충남,,2008-09,93,,
충남,,2008-10,1805,,
충남,,2008-11,1131,,
충남,,2008-12,6296,,
충남,,2009-01,1360,,
충남,,2009-02,0,,
충남,,2009-03,0,,
충남,,2009-04,78,,
충남,,2009-05,18,,
충남,,2009-06,6901,,
충남,,2009-07,896,,
충남,,2009-08,2570,,
충남,,2009-09,1286,,
충남,,2009-10,0,,
충남,,2009-11,0,,
충남,,2009-12,4453,,
충남,,2010-01,0,,
충남,,2010-02,605,,
충남,,2010-03,0,,
충남,,2010-04,0,,
충남,,2010-05,0,,
충남,,2010-06,0,,
충남,,2010-07,223,,
충남,,2010-08,0,,724
충남,,2010-09,0,,1304
충남,,2010-10,896,,464
충남,,2010-11,6130,,549
충남,,2010-12,842,,1623
충남,,2011-01,57,471,1502
충남,,2011-02,159,0,230
충남,,2011-03,19,915,36
충남,,2011-04,76,947,0
충남,,2011-05,209,150,1030
충남,,2011-06,247,669,2385
충남,,2011-07,1069,192,0
충남,,2011-08,4392,271,0
충남,,2011-09,2163,1453,569
충남,,2011-10,10214,3460,3142
충남,,2011-11,3889,7287,260
충남,,2011-12,13410,-1494,916
충남,,2012-01,962,0,2224
충남,,2012-02,1514,4171,676
충남,,2012-03,4264,2153,151
충남,,2012-04,2282,1904,957
충남,,2012-05,1190,2510,4357
충남,,2012-06,2386,3327,175
충남,,2012-07,1181,267,0
충남,,2012-08,3645,1692,471
충남,,2012-09,1198,1087,29
충남,,2012-10,323,431,1747
충남,,2012-11,1125,36,1294
충남,,2012-12,11652,3585,1148
충남,,2013-01,199,1500,960
충남,,2013-02,2120,1420,128
충남,,2013-03,1333,120,49
충남,,2013-04,1790,1050,655
충남,,2013-05,772,143,1896
충남,,2013-06,2529,862,1007
충남,,2013-07,540,1838,178
충남,,2013-08,1216,3187,735
충남,,2013-09,2346,1903,934
충남,,2013-10,1845,6186,240
충남,,2013-11,497,37,1712
충남,,2013-12,8167,1759,1009
충남,,2014-01,1068,132,426
충남,,2014-02,710,,417
충남,,2014-03,1269,1683,1015
충남,,2014-04,2598,1401,282
충남,,2014-05,2065,2399,1183
충남,,2014-06,4432,4004,72
충남,,2014-07,936,1201,1102
충남,,2014-08,4810,,1842
충남,,2014-09,1120,4599,2092
충남,,2014-10,2638,2004,1742
충남,,2014-11,1501,4160,889
충남,,2014-12,4737,685,2436
충남,,2015-01,3450,1545,283
충남,,2015-02,3488,1144,473
충남,,2015-03,816,2888,1053
충남,,2015-04,2395,3721,921
충남,,2015-05,1302,2292,294
충남,,2015-06,1323,3337,
충남,,2015-07,215,520,3639
충남,,2015-08,3321,3937,889
충남,,2015-09,1397,1851,1504
충남,,2015-10,3902,3143,2053
충남,,2015-11,921,5944,1573
충남,,2015-12,5568,3036,2186
충남,,2016-01,1140,3278,2875
충남,,2016-02,1712,,633
충남,,2016-03,1280,431,1025
충남,,2016-04,2529,1742,5587
충남,,2016-05,2153,1046,1824
충남,,2016-06,3761,3086,610
충남,,2016-07,0,465,796
충남,,2016-08,369,790,2904
충남,,2016-09,1296,450,1612
충남,,2016-10,981,625,3321
충남,,2016-11,2072,630,1141
충남,,2016-12,2324,2796,2734
충남,,2017-01,,770,573
충남,,2017-02,,1652,6137
충남,,2017-03,344,480,97
충남,,2017-04,2639,153,1315
충남,,2017-05,202,725,1498
충남,,2017-06,1938,2586,1297
충남,,2017-07,909,400,3559
충남,,2017-08,1107,1509,2599
충남,,2017-09,2531,230,2138
충남,,2017-10,347,591,2143
충남,,2017-11,404,1941,1465
충남,,2017-12,3360,3034,3466
충남,,2018-01,1691,1866,2755
충남,,2018-02,1088,868,1636
충남,,2018-03,1554,866,2798
충남,,2018-04,1539,327,1690
충남,,2018-05,0,2273,3327
충남,,2018-06,1247,1879,611
충남,,2018-07,905,,1193
충남,,2018-08,801,29,1736
충남,,2018-09,28,,4384
