광역지자체,자치구,연월,세대수
서울,서대문구,2011-05,136642
서울,서대문구,2011-06,136338
서울,서대문구,2011-07,136060
서울,서대문구,2011-08,135787
서울,서대문구,2011-09,135621
서울,서대문구,2011-10,135389
서울,서대문구,2011-11,135088
서울,서대문구,2011-12,134730
서울,서대문구,2012-01,134489
서울,서대문구,2012-02,134454
서울,서대문구,2012-03,134196
서울,서대문구,2012-04,134084
서울,서대문구,2012-05,133981
서울,서대문구,2012-06,133914
서울,서대문구,2012-07,133843
서울,서대문구,2012-08,133706
서울,서대문구,2012-09,133674
서울,서대문구,2012-10,134096
서울,서대문구,2012-11,134757
서울,서대문구,2012-12,135104
서울,서대문구,2013-01,135370
서울,서대문구,2013-02,135706
서울,서대문구,2013-03,135916
서울,서대문구,2013-04,135940
서울,서대문구,2013-05,135841
서울,서대문구,2013-06,135725
서울,서대문구,2013-07,135588
서울,서대문구,2013-08,135553
서울,서대문구,2013-09,135563
서울,서대문구,2013-10,135534
서울,서대문구,2013-11,135432
서울,서대문구,2013-12,135272
서울,서대문구,2014-01,135173
서울,서대문구,2014-02,135451
서울,서대문구,2014-03,135563
서울,서대문구,2014-04,135611
서울,서대문구,2014-05,135579
서울,서대문구,2014-06,135496
서울,서대문구,2014-07,135405
서울,서대문구,2014-08,135358
서울,서대문구,2014-09,135352
서울,서대문구,2014-10,135097
서울,서대문구,2014-11,134899
서울,서대문구,2014-12,134780
서울,서대문구,2015-01,134625
서울,서대문구,2015-02,134696
서울,서대문구,2015-03,134583
서울,서대문구,2015-04,134476
서울,서대문구,2015-05,134261
서울,서대문구,2015-06,134004
서울,서대문구,2015-07,133929
서울,서대문구,2015-08,133824
서울,서대문구,2015-09,133828
서울,서대문구,2015-10,133795
서울,서대문구,2015-11,134847
서울,서대문구,2015-12,135770
서울,서대문구,2016-01,136212
서울,서대문구,2016-02,136835
서울,서대문구,2016-03,137303
서울,서대문구,2016-04,137473
서울,서대문구,2016-05,137462
서울,서대문구,2016-06,137497
서울,서대문구,2016-07,137341
서울,서대문구,2016-08,137132
서울,서대문구,2016-09,136994
서울,서대문구,2016-10,136969
서울,서대문구,2016-11,136850
서울,서대문구,2016-12,136766
서울,서대문구,2017-01,136892
서울,서대문구,2017-02,137233
서울,서대문구,2017-03,137207
서울,서대문구,2017-04,137159
서울,서대문구,2017-05,137207
서울,서대문구,2017-06,137413
서울,서대문구,2017-07,137564
서울,서대문구,2017-08,137609
서울,서대문구,2017-09,137509
서울,서대문구,2017-10,137513
서울,서대문구,2017-11,137364
서울,서대문구,2017-12,137266
서울,서대문구,2018-01,137416
서울,서대문구,2018-02,137701
서울,서대문구,2018-03,137758
서울,서대문구,2018-04,137769
서울,서대문구,2018-05,137759
서울,서대문구,2018-06,137725
서울,서대문구,2018-07,137666
서울,서대문구,2018-08,137812
서울,서대문구,2018-09,138027
서울,서대문구,2018-10,138085
서울,서대문구,2018-11,138261
서울,서대문구,2018-12,138549
서울,서대문구,2019-01,138931
서울,서대문구,2019-02,139589
서울,서대문구,2019-03,139811
서울,서대문구,2019-04,139874
서울,서대문구,2019-05,139963
서울,서대문구,2019-06,140007
서울,서대문구,2019-07,139994
서울,서대문구,2019-08,139964
서울,서대문구,2019-09,140007
서울,서대문구,2019-10,139984
서울,서대문구,2019-11,139990
서울,서대문구,2019-12,140157
서울,서대문구,2020-01,140625
서울,서대문구,2020-02,141279
서울,서대문구,2020-03,142109
서울,서대문구,2020-04,142559
서울,서대문구,2020-05,142963
서울,서대문구,2020-06,143323
서울,서대문구,2020-07,143487
서울,서대문구,2020-08,144024
서울,서대문구,2020-09,144494
서울,서대문구,2020-10,144546
서울,서대문구,2020-11,144655
서울,서대문구,2020-12,144838
서울,서대문구,2021-01,144808
서울,서대문구,2021-02,144891
서울,서대문구,2021-03,143180
서울,서대문구,2021-04,143087
서울,서대문구,2021-05,143112
서울,서대문구,2021-06,143226
서울,서대문구,2021-07,143274
서울,서대문구,2021-08,143521
서울,서대문구,2021-09,143712
서울,서대문구,2021-10,143723
서울,서대문구,2021-11,143720
서울,서대문구,2021-12,143647
서울,서대문구,2022-01,143948
서울,서대문구,2022-02,144717
서울,서대문구,2022-03,145044
서울,서대문구,2022-04,145246
서울,서대문구,2022-05,145397
서울,서대문구,2022-06,145517
서울,서대문구,2022-07,145662
서울,서대문구,2022-08,146054
서울,서대문구,2022-09,145285
서울,서대문구,2022-10,145325
서울,서대문구,2022-11,145542
서울,서대문구,2022-12,145797
서울,서대문구,2023-01,146183
서울,서대문구,2023-02,146908
서울,서대문구,2023-03,147146
서울,서대문구,2023-04,147183
서울,서대문구,2023-05,147197
서울,서대문구,2023-06,147226
서울,서대문구,2023-07,147184
서울,서대문구,2023-08,147271
서울,서대문구,2023-09,147333
서울,서대문구,2023-10,147074
서울,서대문구,2023-11,146938
서울,서대문구,2023-12,146845
서울,서대문구,2024-01,146787
서울,서대문구,2024-02,147225
서울,서대문구,2024-03,147467
서울,서대문구,2024-04,147508
서울,서대문구,2024-05,147475
서울,서대문구,2024-06,147312
서울,서대문구,2024-07,147262
서울,서대문구,2024-08,147166
서울,서대문구,2024-09,147107
서울,서대문구,2024-10,146735
서울,서대문구,2024-11,146502
서울,서대문구,2024-12,146221
서울,서대문구,2025-01,145914
서울,서대문구,2025-02,146303
서울,서대문구,2025-03,146422
서울,서대문구,2025-04,146263
서울,서대문구,2025-05,146170
서울,서대문구,2025-06,146121
서울,서대문구,2025-07,146227
서울,서대문구,2025-08,146331
서울,서대문구,2025-09,146450
서울,서대문구,2025-10,146337
서울,서대문구,2025-11,146261
서울,서대문구,2025-12,146113
서울,서대문구,2026-01,146152
서울,서대문구,2026-02,146591
서울,서대문구,2026-03,147073
서울,서대문구,2026-04,147214
서울,서대문구,2026-05,147296
서울,서대문구,2026-06,147178
서울,서대문구,2026-07,147065
서울,서대문구,2026-08,147190
서울,서초구,2011-01,170994
서울,서초구,2011-02,171073
서울,서초구,2011-03,170521
서울,서초구,2011-04,170214
서울,서초구,2011-05,169904
서울,서초구,2011-06,169633
서울,서초구,2011-07,169433
서울,서초구,2011-08,169360
서울,서초구,2011-09,169200
서울,서초구,2011-10,169312
서울,서초구,2011-11,169088
서울,서초구,2011-12,168988
서울,서초구,2012-01,169215
서울,서초구,2012-02,169434
서울,서초구,2012-03,169229
서울,서초구,2012-04,169216
서울,서초구,2012-05,169350
서울,서초구,2012-06,169450
서울,서초구,2012-07,169477
서울,서초구,2012-08,169617
서울,서초구,2012-09,169521
서울,서초구,2012-10,169453
서울,서초구,2012-11,169065
서울,서초구,2012-12,168878
서울,서초구,2013-01,168669
서울,서초구,2013-02,169179
서울,서초구,2013-03,169397
서울,서초구,2013-04,169522
서울,서초구,2013-05,169540
서울,서초구,2013-06,169550
서울,서초구,2013-07,169644
서울,서초구,2013-08,169772
서울,서초구,2013-09,169854
서울,서초구,2013-10,169910
서울,서초구,2013-11,169985
서울,서초구,2013-12,170594
서울,서초구,2014-01,170964
서울,서초구,2014-02,171317
서울,서초구,2014-03,171186
서울,서초구,2014-04,170889
서울,서초구,2014-05,170964
서울,서초구,2014-06,171297
서울,서초구,2014-07,171818
서울,서초구,2014-08,172619
서울,서초구,2014-09,173086
서울,서초구,2014-10,173464
서울,서초구,2014-11,173449
서울,서초구,2014-12,173469
서울,서초구,2015-01,173679
서울,서초구,2015-02,173723
서울,서초구,2015-03,173259
서울,서초구,2015-04,172851
서울,서초구,2015-05,172685
서울,서초구,2015-06,172770
서울,서초구,2015-07,172975
서울,서초구,2015-08,173244
서울,서초구,2015-09,173335
서울,서초구,2015-10,173408
서울,서초구,2015-11,173187
서울,서초구,2015-12,173007
서울,서초구,2016-01,172873
서울,서초구,2016-02,172763
서울,서초구,2016-03,172636
서울,서초구,2016-04,172598
서울,서초구,2016-05,172665
서울,서초구,2016-06,172950
서울,서초구,2016-07,173089
서울,서초구,2016-08,173176
서울,서초구,2016-09,173572
서울,서초구,2016-10,173981
서울,서초구,2016-11,174039
서울,서초구,2016-12,173970
서울,서초구,2017-01,174003
서울,서초구,2017-02,174111
서울,서초구,2017-03,173856
서울,서초구,2017-04,173728
서울,서초구,2017-05,173580
서울,서초구,2017-06,173417
서울,서초구,2017-07,173476
서울,서초구,2017-08,173746
서울,서초구,2017-09,173885
서울,서초구,2017-10,173818
서울,서초구,2017-11,173693
서울,서초구,2017-12,173594
서울,서초구,2018-01,173802
서울,서초구,2018-02,174139
서울,서초구,2018-03,174225
서울,서초구,2018-04,174297
서울,서초구,2018-05,174276
서울,서초구,2018-06,174268
서울,서초구,2018-07,174126
서울,서초구,2018-08,174084
서울,서초구,2018-09,173912
서울,서초구,2018-10,173624
서울,서초구,2018-11,173177
서울,서초구,2018-12,172918
서울,서초구,2019-01,172893
서울,서초구,2019-02,173142
서울,서초구,2019-03,172929
서울,서초구,2019-04,172962
서울,서초구,2019-05,172988
서울,서초구,2019-06,172907
서울,서초구,2019-07,173032
서울,서초구,2019-08,173253
서울,서초구,2019-09,173215
서울,서초구,2019-10,173183
서울,서초구,2019-11,173113
서울,서초구,2019-12,173199
서울,서초구,2020-01,173388
서울,서초구,2020-02,173635
서울,서초구,2020-03,173580
서울,서초구,2020-04,173561
서울,서초구,2020-05,173849
서울,서초구,2020-06,173998
서울,서초구,2020-07,174012
서울,서초구,2020-08,173827
서울,서초구,2020-09,173483
서울,서초구,2020-10,173283
서울,서초구,2020-11,173391
서울,서초구,2020-12,173502
서울,서초구,2021-01,173514
서울,서초구,2021-02,173414
서울,서초구,2021-03,172181
서울,서초구,2021-04,171947
서울,서초구,2021-05,171736
서울,서초구,2021-06,171574
서울,서초구,2021-07,171743
서울,서초구,2021-08,171860
서울,서초구,2021-09,171497
서울,서초구,2021-10,171083
서울,서초구,2021-11,170521
서울,서초구,2021-12,170244
서울,서초구,2022-01,170096
서울,서초구,2022-02,169979
서울,서초구,2022-03,169895
서울,서초구,2022-04,169740
서울,서초구,2022-05,169642
서울,서초구,2022-06,169518
서울,서초구,2022-07,169560
서울,서초구,2022-08,169217
서울,서초구,2022-09,168175
서울,서초구,2022-10,168146
서울,서초구,2022-11,168025
서울,서초구,2022-12,167749
서울,서초구,2023-01,167876
서울,서초구,2023-02,168173
서울,서초구,2023-03,168234
서울,서초구,2023-04,168238
서울,서초구,2023-05,168344
서울,서초구,2023-06,168590
서울,서초구,2023-07,168844
서울,서초구,2023-08,168924
서울,서초구,2023-09,169621
서울,서초구,2023-10,170040
서울,서초구,2023-11,170059
서울,서초구,2023-12,169884
서울,서초구,2024-01,170015
서울,서초구,2024-02,170285
서울,서초구,2024-03,170382
서울,서초구,2024-04,170348
서울,서초구,2024-05,170366
서울,서초구,2024-06,170464
서울,서초구,2024-07,170606
서울,서초구,2024-08,170806
서울,서초구,2024-09,170839
서울,서초구,2024-10,170868
서울,서초구,2024-11,170710
서울,서초구,2024-12,170681
서울,서초구,2025-01,170701
서울,서초구,2025-02,170782
서울,서초구,2025-03,170810
서울,서초구,2025-04,170787
서울,서초구,2025-05,170735
서울,서초구,2025-06,170798
서울,서초구,2025-07,171621
서울,서초구,2025-08,172526
서울,서초구,2025-09,172911
서울,서초구,2025-10,173127
서울,서초구,2025-11,173209
서울,서초구,2025-12,173506
서울,서초구,2026-01,173896
서울,서초구,2026-02,174010
서울,서초구,2026-03,174100
서울,서초구,2026-04,173949
서울,서초구,2026-05,173903
서울,서초구,2026-06,173895
서울,서초구,2026-07,174037
서울,서초구,2026-08,175016
서울,성동구,2011-01,129388
서울,성동구,2011-02,129255
서울,성동구,2011-03,128922
서울,성동구,2011-04,128572
서울,성동구,2011-05,128319
서울,성동구,2011-06,128052
서울,성동구,2011-07,127748
서울,성동구,2011-08,127399
서울,성동구,2011-09,127169
서울,성동구,2011-10,126834
서울,성동구,2011-11,126487
서울,성동구,2011-12,126148
서울,성동구,2012-01,125947
서울,성동구,2012-02,126033
서울,성동구,2012-03,125880
서울,성동구,2012-04,125828
서울,성동구,2012-05,125745
서울,성동구,2012-06,125689
서울,성동구,2012-07,125599
서울,성동구,2012-08,125797
서울,성동구,2012-09,126024
서울,성동구,2012-10,125938
서울,성동구,2012-11,125865
서울,성동구,2012-12,125848
서울,성동구,2013-01,126335
서울,성동구,2013-02,126936
서울,성동구,2013-03,127035
서울,성동구,2013-04,127024
서울,성동구,2013-05,126960
서울,성동구,2013-06,127026
서울,성동구,2013-07,126849
서울,성동구,2013-08,126775
서울,성동구,2013-09,126701
서울,성동구,2013-10,126593
서울,성동구,2013-11,126540
서울,성동구,2013-12,126447
서울,성동구,2014-01,126393
서울,성동구,2014-02,126520
서울,성동구,2014-03,126714
서울,성동구,2014-04,126738
서울,성동구,2014-05,126683
서울,성동구,2014-06,126698
서울,성동구,2014-07,126620
서울,성동구,2014-08,126412
서울,성동구,2014-09,126348
서울,성동구,2014-10,126113
서울,성동구,2014-11,126009
서울,성동구,2014-12,125814
서울,성동구,2015-01,125815
서울,성동구,2015-02,125926
서울,성동구,2015-03,126021
서울,성동구,2015-04,126088
서울,성동구,2015-05,126539
서울,성동구,2015-06,126915
서울,성동구,2015-07,126932
서울,성동구,2015-08,126989
서울,성동구,2015-09,127047
서울,성동구,2015-10,126961
서울,성동구,2015-11,126835
서울,성동구,2015-12,126714
서울,성동구,2016-01,126702
서울,성동구,2016-02,126707
서울,성동구,2016-03,126666
서울,성동구,2016-04,126711
서울,성동구,2016-05,127072
서울,성동구,2016-06,127341
서울,성동구,2016-07,127460
서울,성동구,2016-08,127711
서울,성동구,2016-09,127771
서울,성동구,2016-10,127539
서울,성동구,2016-11,127809
서울,성동구,2016-12,128727
서울,성동구,2017-01,129555
서울,성동구,2017-02,130493
서울,성동구,2017-03,130868
서울,성동구,2017-04,131032
서울,성동구,2017-05,131261
서울,성동구,2017-06,131474
서울,성동구,2017-07,131716
서울,성동구,2017-08,132157
서울,성동구,2017-09,132415
서울,성동구,2017-10,132564
서울,성동구,2017-11,132720
서울,성동구,2017-12,132902
서울,성동구,2018-01,133233
서울,성동구,2018-02,133644
서울,성동구,2018-03,134543
서울,성동구,2018-04,135147
서울,성동구,2018-05,135399
서울,성동구,2018-06,135666
서울,성동구,2018-07,136000
서울,성동구,2018-08,136494
서울,성동구,2018-09,136831
서울,성동구,2018-10,137124
서울,성동구,2018-11,137197
서울,성동구,2018-12,137209
서울,성동구,2019-01,137183
서울,성동구,2019-02,137288
서울,성동구,2019-03,137247
서울,성동구,2019-04,137053
서울,성동구,2019-05,137024
서울,성동구,2019-06,136872
서울,성동구,2019-07,136703
서울,성동구,2019-08,136592
서울,성동구,2019-09,136466
서울,성동구,2019-10,136196
서울,성동구,2019-11,136000
서울,성동구,2019-12,135838
서울,성동구,2020-01,135732
서울,성동구,2020-02,135797
서울,성동구,2020-03,135643
서울,성동구,2020-04,135563
서울,성동구,2020-05,135712
서울,성동구,2020-06,135937
서울,성동구,2020-07,136030
서울,성동구,2020-08,136094
서울,성동구,2020-09,136096
서울,성동구,2020-10,135978
서울,성동구,2020-11,135871
서울,성동구,2020-12,135870
서울,성동구,2021-01,135862
서울,성동구,2021-02,135958
서울,성동구,2021-03,135883
서울,성동구,2021-04,135884
서울,성동구,2021-05,134664
서울,성동구,2021-06,134542
서울,성동구,2021-07,134493
서울,성동구,2021-08,134507
서울,성동구,2021-09,134620
서울,성동구,2021-10,134517
서울,성동구,2021-11,134400
서울,성동구,2021-12,134233
서울,성동구,2022-01,134126
서울,성동구,2022-02,134286
서울,성동구,2022-03,134533
서울,성동구,2022-04,134437
서울,성동구,2022-05,134357
서울,성동구,2022-06,134327
서울,성동구,2022-07,134387
서울,성동구,2022-08,134616
서울,성동구,2022-09,133819
서울,성동구,2022-10,133599
서울,성동구,2022-11,133435
서울,성동구,2022-12,133305
서울,성동구,2023-01,133293
서울,성동구,2023-02,133517
서울,성동구,2023-03,133513
서울,성동구,2023-04,133503
서울,성동구,2023-05,133551
서울,성동구,2023-06,133484
서울,성동구,2023-07,133464
서울,성동구,2023-08,133433
서울,성동구,2023-09,133366
서울,성동구,2023-10,133253
서울,성동구,2023-11,133178
서울,성동구,2023-12,133089
서울,성동구,2024-01,132985
서울,성동구,2024-02,133197
서울,성동구,2024-03,133374
서울,성동구,2024-04,133297
서울,성동구,2024-05,133325
서울,성동구,2024-06,133233
서울,성동구,2024-07,133102
서울,성동구,2024-08,132969
서울,성동구,2024-09,132856
서울,성동구,2024-10,132615
서울,성동구,2024-11,132248
서울,성동구,2024-12,131953
서울,성동구,2025-01,131857
서울,성동구,2025-02,132124
서울,성동구,2025-03,132253
서울,성동구,2025-04,132175
서울,성동구,2025-05,132192
서울,성동구,2025-06,132209
서울,성동구,2025-07,132160
서울,성동구,2025-08,132488
서울,성동구,2025-09,132994
서울,성동구,2025-10,133109
서울,성동구,2025-11,133145
서울,성동구,2025-12,133173
서울,성동구,2026-01,133305
서울,성동구,2026-02,133618
서울,성동구,2026-03,133910
서울,성동구,2026-04,133857
서울,성동구,2026-05,133822
서울,성동구,2026-06,133771
서울,성동구,2026-07,133729
서울,성동구,2026-08,133694
서울,성북구,2011-01,201402
서울,성북구,2011-02,201664
서울,성북구,2011-03,201594
서울,성북구,2011-04,201424
서울,성북구,2011-05,201097
서울,성북구,2011-06,200761
서울,성북구,2011-07,200508
서울,성북구,2011-08,200317
서울,성북구,2011-09,200179
서울,성북구,2011-10,199966
서울,성북구,2011-11,199674
서울,성북구,2011-12,199398
서울,성북구,2012-01,199135
서울,성북구,2012-02,199260
서울,성북구,2012-03,199168
서울,성북구,2012-04,198916
서울,성북구,2012-05,198792
서울,성북구,2012-06,198707
서울,성북구,2012-07,198730
서울,성북구,2012-08,198738
서울,성북구,2012-09,198665
서울,성북구,2012-10,198418
서울,성북구,2012-11,198203
서울,성북구,2012-12,197992
서울,성북구,2013-01,197803
서울,성북구,2013-02,197922
서울,성북구,2013-03,198094
서울,성북구,2013-04,198058
서울,성북구,2013-05,197927
서울,성북구,2013-06,197887
서울,성북구,2013-07,197819
서울,성북구,2013-08,197769
서울,성북구,2013-09,197679
서울,성북구,2013-10,197376
서울,성북구,2013-11,197058
서울,성북구,2013-12,196693
서울,성북구,2014-01,196556
서울,성북구,2014-02,196756
서울,성북구,2014-03,196661
서울,성북구,2014-04,196336
서울,성북구,2014-05,195998
서울,성북구,2014-06,195568
서울,성북구,2014-07,195211
서울,성북구,2014-08,194853
서울,성북구,2014-09,194541
서울,성북구,2014-10,194107
서울,성북구,2014-11,193715
서울,성북구,2014-12,193359
서울,성북구,2015-01,193258
서울,성북구,2015-02,193602
서울,성북구,2015-03,193560
서울,성북구,2015-04,193226
서울,성북구,2015-05,192923
서울,성북구,2015-06,192670
서울,성북구,2015-07,192459
서울,성북구,2015-08,192246
서울,성북구,2015-09,191987
서울,성북구,2015-10,191685
서울,성북구,2015-11,191358
서울,성북구,2015-12,190973
서울,성북구,2016-01,190796
서울,성북구,2016-02,191013
서울,성북구,2016-03,190957
서울,성북구,2016-04,190818
서울,성북구,2016-05,190559
서울,성북구,2016-06,190406
서울,성북구,2016-07,190022
서울,성북구,2016-08,189718
서울,성북구,2016-09,189367
서울,성북구,2016-10,189062
서울,성북구,2016-11,188721
서울,성북구,2016-12,188304
서울,성북구,2017-01,188060
서울,성북구,2017-02,188513
서울,성북구,2017-03,188512
서울,성북구,2017-04,188398
서울,성북구,2017-05,188233
서울,성북구,2017-06,188100
서울,성북구,2017-07,188037
서울,성북구,2017-08,188006
서울,성북구,2017-09,187822
서울,성북구,2017-10,187565
서울,성북구,2017-11,187345
서울,성북구,2017-12,187112
서울,성북구,2018-01,186939
서울,성북구,2018-02,187221
서울,성북구,2018-03,187234
서울,성북구,2018-04,187111
서울,성북구,2018-05,186915
서울,성북구,2018-06,186696
서울,성북구,2018-07,186542
서울,성북구,2018-08,186665
서울,성북구,2018-09,186744
서울,성북구,2018-10,186761
서울,성북구,2018-11,186638
서울,성북구,2018-12,186601
서울,성북구,2019-01,186641
서울,성북구,2019-02,187362
서울,성북구,2019-03,188670
서울,성북구,2019-04,189542
서울,성북구,2019-05,189947
서울,성북구,2019-06,190253
서울,성북구,2019-07,190698
서울,성북구,2019-08,191174
서울,성북구,2019-09,191465
서울,성북구,2019-10,192307
서울,성북구,2019-11,192535
서울,성북구,2019-12,192592
서울,성북구,2020-01,192809
서울,성북구,2020-02,193344
서울,성북구,2020-03,193801
서울,성북구,2020-04,194095
서울,성북구,2020-05,194735
서울,성북구,2020-06,195064
서울,성북구,2020-07,195178
서울,성북구,2020-08,195325
서울,성북구,2020-09,195379
서울,성북구,2020-10,195415
서울,성북구,2020-11,195331
서울,성북구,2020-12,195396
서울,성북구,2021-01,195703
서울,성북구,2021-02,196066
서울,성북구,2021-03,193965
서울,성북구,2021-04,194136
서울,성북구,2021-05,194304
서울,성북구,2021-06,194364
서울,성북구,2021-07,194528
서울,성북구,2021-08,194774
서울,성북구,2021-09,195099
서울,성북구,2021-10,195126
서울,성북구,2021-11,195064
서울,성북구,2021-12,195017
서울,성북구,2022-01,194981
서울,성북구,2022-02,196281
서울,성북구,2022-03,197296
서울,성북구,2022-04,197566
서울,성북구,2022-05,197884
서울,성북구,2022-06,198089
서울,성북구,2022-07,198258
서울,성북구,2022-08,198452
서울,성북구,2022-09,197588
서울,성북구,2022-10,197535
서울,성북구,2022-11,197354
서울,성북구,2022-12,197082
서울,성북구,2023-01,196936
서울,성북구,2023-02,197673
서울,성북구,2023-03,197859
서울,성북구,2023-04,197801
서울,성북구,2023-05,197906
서울,성북구,2023-06,197831
서울,성북구,2023-07,197686
서울,성북구,2023-08,197673
서울,성북구,2023-09,197607
서울,성북구,2023-10,197271
서울,성북구,2023-11,197041
서울,성북구,2023-12,196800
서울,성북구,2024-01,196512
서울,성북구,2024-02,197012
서울,성북구,2024-03,197445
서울,성북구,2024-04,197440
서울,성북구,2024-05,197353
서울,성북구,2024-06,197371
서울,성북구,2024-07,197324
서울,성북구,2024-08,197429
서울,성북구,2024-09,197414
서울,성북구,2024-10,196991
서울,성북구,2024-11,196744
서울,성북구,2024-12,196485
서울,성북구,2025-01,196178
서울,성북구,2025-02,196729
서울,성북구,2025-03,196988
서울,성북구,2025-04,197587
서울,성북구,2025-05,198280
서울,성북구,2025-06,198882
서울,성북구,2025-07,199125
서울,성북구,2025-08,199237
서울,성북구,2025-09,199326
서울,성북구,2025-10,199197
서울,성북구,2025-11,199047
서울,성북구,2025-12,198800
서울,성북구,2026-01,198616
서울,성북구,2026-02,199301
서울,성북구,2026-03,199878
서울,성북구,2026-04,199869
서울,성북구,2026-05,199916
서울,성북구,2026-06,199807
서울,성북구,2026-07,199650
서울,성북구,2026-08,199768
서울,송파구,2011-01,264181
서울,송파구,2011-02,264162
서울,송파구,2011-03,263832
서울,송파구,2011-04,263888
서울,송파구,2011-05,263606
서울,송파구,2011-06,263304
서울,송파구,2011-07,263025
서울,송파구,2011-08,262813
서울,송파구,2011-09,262724
서울,송파구,2011-10,262557
서울,송파구,2011-11,262292
서울,송파구,2011-12,261963
서울,송파구,2012-01,261949
서울,송파구,2012-02,262020
서울,송파구,2012-03,261714
서울,송파구,2012-04,261607
서울,송파구,2012-05,261476
서울,송파구,2012-06,261354
서울,송파구,2012-07,261307
서울,송파구,2012-08,260998
서울,송파구,2012-09,260502
서울,송파구,2012-10,259456
서울,송파구,2012-11,258512
서울,송파구,2012-12,257852
서울,송파구,2013-01,257437
서울,송파구,2013-02,256990
서울,송파구,2013-03,256338
서울,송파구,2013-04,255814
서울,송파구,2013-05,255688
서울,송파구,2013-06,255680
서울,송파구,2013-07,255728
서울,송파구,2013-08,256236
서울,송파구,2013-09,256629
서울,송파구,2013-10,256751
서울,송파구,2013-11,256707
서울,송파구,2013-12,257441
서울,송파구,2014-01,258172
서울,송파구,2014-02,259184
서울,송파구,2014-03,259245
서울,송파구,2014-04,258926
서울,송파구,2014-05,258747
서울,송파구,2014-06,258634
서울,송파구,2014-07,258558
서울,송파구,2014-08,258273
서울,송파구,2014-09,258080
서울,송파구,2014-10,257763
서울,송파구,2014-11,257529
서울,송파구,2014-12,257207
서울,송파구,2015-01,257269
서울,송파구,2015-02,257542
서울,송파구,2015-03,257643
서울,송파구,2015-04,257599
서울,송파구,2015-05,257565
서울,송파구,2015-06,257528
서울,송파구,2015-07,257301
서울,송파구,2015-08,257396
서울,송파구,2015-09,257395
서울,송파구,2015-10,257192
서울,송파구,2015-11,256999
서울,송파구,2015-12,256611
서울,송파구,2016-01,256477
서울,송파구,2016-02,256002
서울,송파구,2016-03,255601
서울,송파구,2016-04,255451
서울,송파구,2016-05,255345
서울,송파구,2016-06,255400
서울,송파구,2016-07,255537
서울,송파구,2016-08,255648
서울,송파구,2016-09,255825
서울,송파구,2016-10,256855
서울,송파구,2016-11,257804
서울,송파구,2016-12,258382
서울,송파구,2017-01,259007
서울,송파구,2017-02,259771
서울,송파구,2017-03,259883
서울,송파구,2017-04,260015
서울,송파구,2017-05,260573
서울,송파구,2017-06,261155
서울,송파구,2017-07,261766
서울,송파구,2017-08,262441
서울,송파구,2017-09,262611
서울,송파구,2017-10,263257
서울,송파구,2017-11,263859
서울,송파구,2017-12,264628
서울,송파구,2018-01,265311
서울,송파구,2018-02,265977
서울,송파구,2018-03,266550
서울,송파구,2018-04,267094
서울,송파구,2018-05,267640
서울,송파구,2018-06,268325
서울,송파구,2018-07,268802
서울,송파구,2018-08,269220
서울,송파구,2018-09,269558
서울,송파구,2018-10,270080
서울,송파구,2018-11,270342
서울,송파구,2018-12,270866
서울,송파구,2019-01,273084
서울,송파구,2019-02,275120
서울,송파구,2019-03,276815
서울,송파구,2019-04,277807
서울,송파구,2019-05,278273
서울,송파구,2019-06,278223
서울,송파구,2019-07,278256
서울,송파구,2019-08,278232
서울,송파구,2019-09,278340
서울,송파구,2019-10,278118
서울,송파구,2019-11,278233
서울,송파구,2019-12,278711
서울,송파구,2020-01,279137
서울,송파구,2020-02,279378
서울,송파구,2020-03,279301
서울,송파구,2020-04,279460
서울,송파구,2020-05,279817
서울,송파구,2020-06,280135
서울,송파구,2020-07,280769
서울,송파구,2020-08,281361
서울,송파구,2020-09,281417
서울,송파구,2020-10,281252
서울,송파구,2020-11,281433
서울,송파구,2020-12,281959
서울,송파구,2021-01,282125
서울,송파구,2021-02,282003
서울,송파구,2021-03,280237
서울,송파구,2021-04,280324
서울,송파구,2021-05,280635
서울,송파구,2021-06,280707
서울,송파구,2021-07,280881
서울,송파구,2021-08,281593
서울,송파구,2021-09,282018
서울,송파구,2021-10,282185
서울,송파구,2021-11,282296
서울,송파구,2021-12,282417
서울,송파구,2022-01,282940
서울,송파구,2022-02,284218
서울,송파구,2022-03,285106
서울,송파구,2022-04,285532
서울,송파구,2022-05,285939
서울,송파구,2022-06,286119
서울,송파구,2022-07,286381
서울,송파구,2022-08,286514
서울,송파구,2022-09,285175
서울,송파구,2022-10,285087
서울,송파구,2022-11,284952
서울,송파구,2022-12,284853
서울,송파구,2023-01,284928
서울,송파구,2023-02,285420
서울,송파구,2023-03,285489
서울,송파구,2023-04,285493
서울,송파구,2023-05,285615
서울,송파구,2023-06,285798
서울,송파구,2023-07,285951
서울,송파구,2023-08,286095
서울,송파구,2023-09,286123
서울,송파구,2023-10,286018
서울,송파구,2023-11,286016
서울,송파구,2023-12,285927
서울,송파구,2024-01,286180
서울,송파구,2024-02,286651
서울,송파구,2024-03,287052
서울,송파구,2024-04,287220
서울,송파구,2024-05,287320
서울,송파구,2024-06,287380
서울,송파구,2024-07,287418
서울,송파구,2024-08,287265
서울,송파구,2024-09,287511
서울,송파구,2024-10,287537
서울,송파구,2024-11,287435
서울,송파구,2024-12,287017
서울,송파구,2025-01,286796
서울,송파구,2025-02,286835
서울,송파구,2025-03,286911
